pr_id,type_estate,district,posted_date,area,price,legal_document,interior,num_bedrooms,num_bathrooms,num_floors,entrance,frontage
39851327,Nhà riêng,Hai Bà Trưng,14/05/2024,75 m²,"16,8 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,6 phòng,5 tầng,5 m,"4,3 m"
39726558,Nhà biệt thự liền kề,Cầu Giấy,14/05/2024,250 m²,142 tỷ,Sổ đỏ/ Sổ hồng,,,,,,35 m
39846761,Nhà riêng,Cầu Giấy,14/05/2024,35 m²,150 triệu/m²,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,3 phòng,,,
39735170,Nhà riêng,Long Biên,14/05/2024,55 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,,,,,
39851361,Nhà mặt phố,Tây Hồ,14/05/2024,65 m²,23 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,4 tầng,20 m,4 m
39770118,Nhà riêng,Cầu Giấy,06/05/2024,80 m²,"16,99 tỷ",Sổ đỏ/ Sổ hồng,,20 phòng,20 phòng,6 tầng,,"6,4 m"
39276784,Nhà riêng,Đống Đa,14/05/2024,103 m²,20 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 tầng,,
39831037,Nhà riêng,Hoàng Mai,12/05/2024,45 m²,"6,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,4 phòng,3 phòng,4 tầng,,
36706542,Nhà biệt thự liền kề,Thạch Thất,01/05/2024,300 m²,13 tỷ,Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,3 tầng,12 m,12 m
31517604,Nhà biệt thự liền kề,Thạch Thất,11/05/2024,264 m²,"8,7 tỷ",,,5 phòng,4 phòng,3 tầng,12 m,10 m
39714014,Nhà riêng,Hai Bà Trưng,09/05/2024,48 m²,"4,55 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,,5 tầng,3 m,4 m
39851325,Nhà biệt thự liền kề,Nam Từ Liêm,14/05/2024,144 m²,"35,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,7 phòng,7 phòng,5 tầng,,16 m
39684163,Nhà mặt phố,Đống Đa,14/05/2024,"49,5 m²","21,6 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,5 tầng,,"3,76 m"
39739925,Nhà mặt phố,Hai Bà Trưng,14/05/2024,75 m²,"33,5 tỷ",Sổ đỏ/ Sổ hồng,,1 phòng,,2 tầng,30 m,"5,2 m"
39752729,Nhà riêng,Tây Hồ,14/05/2024,60 m²,9 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,"2,5 m",5 m
39359070,Nhà riêng,Hai Bà Trưng,14/05/2024,18 m²,"2,55 tỷ",Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng,3 tầng,,
39851241,Nhà riêng,Đống Đa,14/05/2024,38 m²,"6,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,4 tầng,"2,2 m","3,9 m"
39850981,Nhà mặt phố,Hoàng Mai,14/05/2024,97 m²,"13,5 tỷ",,,4 phòng,3 phòng,4 tầng,,5 m
39851235,Nhà riêng,Hai Bà Trưng,14/05/2024,85 m²,"15,05 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,6 phòng,6 tầng,6 m,6 m
39850985,Nhà riêng,Đống Đa,14/05/2024,45 m²,"16,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,6 tầng,,"6,2 m"
38437929,Nhà riêng,Ba Đình,14/05/2024,51 m²,"13,2 tỷ",Sổ đỏ/ Sổ hồng.,,,,5 tầng,,6 m
38849066,Nhà riêng,Đống Đa,14/05/2024,52 m²,14 tỷ,Sổ đỏ/ Sổ hồng,,,,4 tầng,,
39850973,Nhà mặt phố,Cầu Giấy,14/05/2024,95 m²,29 tỷ,Sổ đỏ/ Sổ hồng,,,,,,
38901284,Nhà riêng,Đống Đa,14/05/2024,55 m²,"11,4 tỷ",Sổ đỏ/ Sổ hồng,,,,,,"4,1 m"
39850971,Nhà riêng,Hai Bà Trưng,14/05/2024,84 m²,"16,78 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,6 phòng,7 tầng,6 m,6 m
39851231,Nhà mặt phố,Hoàng Mai,14/05/2024,65 m²,29 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,6 tầng,,5 m
39494727,Nhà riêng,Đống Đa,14/05/2024,"61,1 m²","16,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,,5 tầng,6 m,
39851227,Nhà riêng,Cầu Giấy,14/05/2024,60 m²,"23,5 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,10 m,5 m
39396297,Nhà mặt phố,Hai Bà Trưng,14/05/2024,105 m²,39 tỷ,Sổ đỏ/ Sổ hồng,Cao cấp,8 phòng,10 phòng,8 tầng,,
39851223,Nhà riêng,Hai Bà Trưng,14/05/2024,88 m²,"16,04 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,7 phòng,6 tầng,6 m,6 m
39840052,Nhà riêng,Tây Hồ,13/05/2024,65 m²,"8,9 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,4 phòng,5 tầng,2 m,4 m
35038285,Nhà biệt thự liền kề,Hà Đông,14/05/2024,85 m²,"15,5 tỷ",Sổ đỏ,Đầy đủ.,4 phòng,5 phòng,6 tầng,30 m,5 m
37729041,Nhà riêng,Hà Đông,14/05/2024,48 m²,"6,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,1 phòng,,1 tầng,6 m,4 m
39851218,Nhà riêng,Đống Đa,14/05/2024,39 m²,"5,58 tỷ",Sổ đỏ,,,,4 tầng,,"3,1 m"
39838699,Nhà mặt phố,Đống Đa,13/05/2024,126 m²,36 tỷ,,,,,,,
39761201,Nhà riêng,Hà Đông,16/05/2024,35 m²,"2,05 tỷ",Sổ đỏ,Nhà đã hoàn thiện sẵn nội thất cơ bản.,3 phòng,3 phòng,4 tầng,3 m,"3,5 m"
37401059,Nhà riêng,Hà Đông,14/05/2024,39 m²,"6,85 tỷ",Sổ đỏ,Cơ bản,5 phòng,,5 tầng,,
39824460,Nhà riêng,Gia Lâm,11/05/2024,60 m²,"4,1 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,,,2 tầng,,
39595640,Nhà riêng,Hà Đông,13/05/2024,32 m²,"2,15 tỷ",Sổ đỏ,Nhà đã hoàn thiện sẵn nội thất cơ bản.,3 phòng,3 phòng,4 tầng,3 m,"3,8 m"
39777986,Nhà mặt phố,Thanh Xuân,07/05/2024,145 m²,36 tỷ,Sổ đỏ/ Sổ hồng,,16 phòng,12 phòng,9 tầng,,
39851212,Nhà riêng,Cầu Giấy,14/05/2024,55 m²,"13,5 tỷ",,,3 phòng,,5 tầng,,"5,6 m"
39821804,Nhà riêng,Hai Bà Trưng,11/05/2024,44 m²,"4,45 tỷ",Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng,3 tầng,"2,5 m",4 m
39639566,Nhà riêng,Hoài Đức,13/05/2024,30 m²,"3,1 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,5 tầng,,
39840383,Nhà riêng,Hà Đông,14/05/2024,43 m²,"5,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,5 phòng,4 tầng,4 m,"5,5 m"
39851156,Nhà mặt phố,Ba Đình,14/05/2024,68 m²,"18,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,,5 tầng,,"3,8 m"
39737440,Nhà mặt phố,Hoàng Mai,14/05/2024,"98,4 m²","14,4 tỷ",,,,,5 tầng,12 m,"9,6 m"
39824404,Shophouse/Nhà phố thương mại,Hà Đông,11/05/2024,625 m²,23 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,13 phòng,12 phòng,,40 m,10 m
39851153,Nhà riêng,Nam Từ Liêm,14/05/2024,41 m²,"9,3 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,5 phòng,8 tầng,,"3,1 m"
39758533,Nhà mặt phố,Hoàng Mai,05/05/2024,"94,8 m²","9,6 tỷ",,,,,2 tầng,7 m,"4,2 m"
39457941,Nhà riêng,Cầu Giấy,10/05/2024,90 m²,"23,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,32 phòng,33 phòng,9 tầng,"2,5 m","7,5 m"
39787765,Nhà riêng,Hai Bà Trưng,08/05/2024,120 m²,21 tỷ,Sổ đỏ/ Sổ hồng,,31 phòng,31 phòng,6 tầng,3 m,10 m
36861684,Nhà riêng,Cầu Giấy,10/05/2024,52 m²,18 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,6 phòng,7 tầng,7 m,"4,5 m"
36892225,Nhà riêng,Cầu Giấy,10/05/2024,42 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng.,Cơ bản.,4 phòng,5 phòng,5 tầng,6 m,"4,2 m"
38161141,Nhà mặt phố,Thanh Xuân,05/05/2024,51 m²,"13,9 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,4 phòng,5 tầng,,4 m
39850884,Nhà riêng,Đống Đa,14/05/2024,32 m²,"6,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,6 tầng,50 m,"3,1 m"
39820294,Nhà riêng,Cầu Giấy,11/05/2024,50 m²,12 tỷ,Sổ đỏ/ Sổ hồng,,4 phòng,5 phòng,6 tầng,6 m,4 m
32688520,Nhà riêng,Hoài Đức,14/05/2024,"60,8 m²","3,3 tỷ",Sổ đỏ/ Sổ hồng,,2 phòng,1 phòng,1 tầng,5 m,"4,7 m"
39610683,Nhà riêng,Thanh Xuân,16/04/2024,54 m²,"10,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,14 phòng,,8 tầng,,"4,3 m"
39851144,Nhà riêng,Đống Đa,14/05/2024,"53,2 m²",12 tỷ,,,,,,5 m,"4,9 m"
39851177,Nhà riêng,Cầu Giấy,14/05/2024,84 m²,"13,86 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,,6 tầng,,5 m
39851184,Nhà biệt thự liền kề,Cầu Giấy,14/05/2024,270 m²,75 tỷ,Sổ đỏ,,,,5 tầng,,17 m
39851183,Nhà riêng,Hai Bà Trưng,14/05/2024,79 m²,"11,8 tỷ",Sổ đỏ/ Sổ hồng,,,,,,"3,8 m"
21228323,Nhà riêng,Thanh Xuân,08/05/2024,56 m²,"8,8 tỷ","* Sổ đỏ chính chủ, riêng biệt, pháp lý rõ ràng, không tranh chấp. Giấy phép xây dựng, hồ sơ thiết kế, Sơ đồ điện nước đầy đủ.","Đầy đủ nội thất giường tủ, điều hòa, nóng lạnh, thang máy xịn nhập ngoại tốc độ cao.",14 phòng,14 phòng,8 tầng,3 m,
39321565,Nhà riêng,Hoài Đức,14/05/2024,31 m²,"2,55 tỷ",,,3 phòng,3 phòng,4 tầng,"2,5 m","3,4 m"
39817184,Nhà biệt thự liền kề,Tây Hồ,11/05/2024,230 m²,60 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,4 tầng,15 m,10 m
39817065,Nhà riêng,Thanh Xuân,10/05/2024,40 m²,"6,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,,"3,3 m"
39777780,Nhà riêng,Cầu Giấy,07/05/2024,50 m²,"14,6 tỷ",Sổ đỏ/ Sổ hồng,,,,7 tầng,,
39851170,Nhà riêng,Ba Đình,14/05/2024,32 m²,"4,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,3 m,4 m
39445398,Nhà riêng,Ba Đình,09/05/2024,33 m²,"4,1 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,,4 tầng,,
39850898,Nhà riêng,Hai Bà Trưng,14/05/2024,83 m²,"16,5 tỷ",,,,,7 tầng,,6 m
39735269,Nhà riêng,Hà Đông,14/05/2024,50 m²,"16,5 tỷ",Sổ đỏ/ Sổ hồng,,,,7 tầng,17 m,4 m
39805850,Nhà riêng,Hoàng Mai,09/05/2024,"69,5 m²","10,5 tỷ",Sổ đỏ,,7 phòng,,3 tầng,5 m,
39753108,Nhà riêng,Hà Đông,14/05/2024,35 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,4 tầng,,"3,5 m"
39851162,Nhà riêng,Cầu Giấy,14/05/2024,60 m²,10 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,,5 tầng,,
36579810,Nhà mặt phố,Long Biên,12/05/2024,125 m²,"18,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,8 phòng,7 phòng,6 tầng,,"6,5 m"
39834890,Nhà riêng,Thanh Xuân,13/05/2024,100 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,25 phòng,25 phòng,7 tầng,,"8,7 m"
39833586,Nhà biệt thự liền kề,Hà Đông,13/05/2024,72 m²,"15,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,5 tầng,7 m,"4,5 m"
39712265,Nhà riêng,Nam Từ Liêm,11/05/2024,42 m²,"5,5 tỷ",,Nội thất đầy đủ.,3 phòng,4 phòng,5 tầng,,
39654587,Nhà riêng,Hoàng Mai,12/05/2024,50 m²,"8,5 tỷ",,Đầy đủ,5 phòng,5 phòng,5 tầng,4 m,4 m
39065340,Nhà riêng,Đống Đa,14/05/2024,51 m²,"13,4 tỷ",Sổ đỏ/ Sổ hồng,,,,6 tầng,,4 m
38784285,Nhà riêng,Đống Đa,14/05/2024,51 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,,,,5 tầng,,"4,2 m"
39840446,Nhà riêng,Thanh Xuân,13/05/2024,34 m²,"7,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,5 m,6 m
38566662,Nhà riêng,Đống Đa,14/05/2024,55 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,,,,5 tầng,,"4,2 m"
39638140,Nhà riêng,Bắc Từ Liêm,07/05/2024,30 m²,"6,1 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,6 tầng,4 m,
39796694,Nhà mặt phố,Hai Bà Trưng,09/05/2024,78 m²,"44,9 tỷ",,,,,7 tầng,,
39808362,Nhà riêng,Hoài Đức,10/05/2024,36 m²,"3,4 tỷ",,,,,4 tầng,"2,5 m",4 m
39851111,Nhà riêng,Thanh Xuân,14/05/2024,"99,7 m²","17,8 tỷ",Sổ đỏ/sổ hồng.,Nội thất đầy đủ.,24 phòng,,7 tầng,,"5,3 m"
39777828,Nhà riêng,Cầu Giấy,07/05/2024,30 m²,"5,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,
39764900,Nhà riêng,Nam Từ Liêm,06/05/2024,30 m²,"4,6 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,,
39850853,Nhà riêng,Ba Đình,14/05/2024,70 m²,25 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,4 tầng,12 m,"5,5 m"
39780638,Nhà riêng,Long Biên,07/05/2024,30 m²,"4,3 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,3 phòng,4 phòng,5 tầng,4 m,"3,8 m"
39804299,Nhà riêng,Long Biên,09/05/2024,50 m²,"4,4 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,4 tầng,,
39698000,Nhà riêng,Hoài Đức,09/05/2024,32 m²,"2,75 tỷ",Sổ đỏ,,3 phòng,4 phòng,5 tầng,3 m,4 m
37867835,Nhà riêng,Hai Bà Trưng,09/05/2024,37 m²,"5,18 tỷ",Sổ đỏ/ Sổ hồng,"Nội thất mới hiện đại, tông màu ghi sáng.",3 phòng,4 phòng,5 tầng,,
38437992,Nhà riêng,Long Biên,01/05/2024,48 m²,"4,5 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,,4 tầng,,
30391789,Nhà riêng,Hà Đông,08/05/2024,38 m²,"4,55 tỷ",,"Tôi để lại toàn bộ nội thất xịn do chính 2 vợ chồng tôi sắm sửa cho người có duyên! Người mua chỉ việc đến ở, không phải sắm sửa thêm gì cả.",3 phòng,4 phòng,5 tầng,3 m,4 m
39850877,Nhà riêng,Hoài Đức,14/05/2024,38 m²,"3,75 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,4 tầng,3 m,"4,2 m"
28180355,Nhà riêng,Hà Đông,08/05/2024,36 m²,"4,5 tỷ",Sổ đỏ,"Hệ thống cửa cách âm, cửa cuốn điện thép, hệ thống cửa gỗ lim cho các phòng và hệ thống thiết bị vệ sinh nhập ngoại, trần thạch cao, đèn chiếu sáng,... Nội thất hoàn thiện đầy đủ chỉ việc ở.",3 phòng,4 phòng,5 tầng,3 m,4 m
38236955,Nhà riêng,Hoài Đức,14/05/2024,33 m²,"2,75 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,5 tầng,3 m,4 m
39193369,Nhà biệt thự liền kề,Hoài Đức,12/05/2024,280 m²,43 tỷ,,,,,,,
39146821,Nhà riêng,Hoài Đức,14/05/2024,38 m²,"2,95 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,3 phòng,4 tầng,3 m,"3,8 m"
37720277,Nhà riêng,Long Biên,14/05/2024,65 m²,"14,75 tỷ",Sổ đỏ/ Sổ hồng.,,5 phòng,6 phòng,7 tầng,5 m,5 m
39851132,Nhà riêng,Đống Đa,14/05/2024,"78,1 m²","17,2 tỷ",,,,,,,"6,5 m"
39851128,Nhà riêng,Hoàng Mai,14/05/2024,35 m²,"6,7 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,3 phòng,4 tầng,,
39851130,Nhà mặt phố,Hà Đông,14/05/2024,105 m²,"31,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,9 phòng,9 phòng,5 tầng,,"5,5 m"
39851125,Nhà riêng,Thanh Xuân,14/05/2024,28 m²,"3,7 tỷ",Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,3 phòng,,4 tầng,,
39830483,Nhà riêng,Long Biên,12/05/2024,90 m²,"6,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,4 tầng,"3,5 m",4 m
39850872,Nhà riêng,Nam Từ Liêm,14/05/2024,36 m²,"5,6 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,3 m,4 m
39851103,Nhà riêng,Nam Từ Liêm,14/05/2024,30 m²,"4,75 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,4 phòng,5 tầng,,
39550927,Nhà mặt phố,Hà Đông,14/05/2024,71 m²,"19,2 tỷ",Sổ đỏ/ Sổ hồng,Nội thất đáng tiền tỷ.,,,,,
39850851,Nhà riêng,Hà Đông,14/05/2024,50 m²,"9,5 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,,5 tầng,,
39810590,Nhà biệt thự liền kề,Hà Đông,10/05/2024,95 m²,"17,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,7 phòng,6 phòng,5 tầng,7 m,5 m
39475790,Nhà biệt thự liền kề,Hoàng Mai,14/05/2024,81 m²,"17,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,
39851095,Nhà mặt phố,Hoàng Mai,14/05/2024,40 m²,"4,9 tỷ",Sổ đỏ,,2 phòng,3 phòng,3 tầng,,
39851092,Nhà riêng,Nam Từ Liêm,14/05/2024,62 m²,"7,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,5 tầng,15 m,"4,5 m"
39440856,Nhà mặt phố,Hoàng Mai,14/05/2024,50 m²,9 tỷ,Sổ đỏ.,,,,,,"3,5 m"
39607386,Nhà riêng,Hà Đông,09/05/2024,"35,3 m²","3,6 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,3 tầng,,
39847726,Nhà mặt phố,Nam Từ Liêm,14/05/2024,100 m²,40 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,8 tầng,,
39849558,Nhà riêng,Tây Hồ,14/05/2024,140 m²,"23,5 tỷ",Sổ đỏ,,,,,,6 m
39784214,Nhà riêng,Đống Đa,08/05/2024,70 m²,18 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,4 tầng,6 m,"5,2 m"
39851090,Nhà riêng,Thanh Xuân,14/05/2024,"95,7 m²",17 tỷ,Sổ đỏ/sổ hồng.,Nội thất đầy đủ.,27 phòng,,,3 m,"5,4 m"
39851085,Nhà riêng,Long Biên,14/05/2024,60 m²,"13,5 tỷ",,"Nội thất tiền tỷ,",,,7 tầng,,
39795334,Nhà riêng,Cầu Giấy,08/05/2024,70 m²,"11,4 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,,"4,5 m"
39840301,Nhà riêng,Cầu Giấy,13/05/2024,40 m²,"5,4 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,,
38552184,Nhà riêng,Thanh Xuân,06/05/2024,50 m²,11 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,5 tầng,,
39652255,Nhà riêng,Ba Đình,21/04/2024,40 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,5 tầng,8 m,"4,5 m"
39840290,Nhà riêng,Cầu Giấy,13/05/2024,55 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,8 phòng,8 phòng,6 tầng,,
39835847,Nhà riêng,Cầu Giấy,13/05/2024,40 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,6 tầng,4 m,5 m
39547920,Nhà riêng,Hoài Đức,06/05/2024,"40,6 m²","2,9 tỷ",,,,,3 tầng,,
39835883,Nhà riêng,Cầu Giấy,13/05/2024,60 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,3 phòng,5 tầng,4 m,
39835762,Nhà riêng,Cầu Giấy,13/05/2024,32 m²,10 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,6 tầng,4 m,"4,7 m"
39851067,Nhà riêng,Hà Đông,14/05/2024,47 m²,7 tỷ,,,8 phòng,5 phòng,5 tầng,3 m,4 m
39844901,Nhà riêng,Đống Đa,14/05/2024,38 m²,"5,6 tỷ",Sổ đỏ,,4 phòng,3 phòng,4 tầng,,3 m
38024910,Nhà riêng,Bắc Từ Liêm,14/05/2024,42 m²,"4,7 tỷ",Sổ đỏ/ Sổ hồng,,,,5 tầng,,"4,9 m"
39369568,Nhà riêng,Cầu Giấy,10/05/2024,90 m²,"23,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,32 phòng,32 phòng,9 tầng,,"7,5 m"
39668428,Nhà riêng,Thanh Xuân,13/05/2024,55 m²,"9,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,6 tầng,,5 m
39542617,Nhà riêng,Hai Bà Trưng,10/05/2024,60 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,5 phòng,6 tầng,4 m,"4,3 m"
39851066,Nhà mặt phố,Cầu Giấy,14/05/2024,165 m²,130 tỷ,Sổ đỏ/ Sổ hồng,,7 phòng,7 phòng,7 tầng,30 m,"9,5 m"
39850818,Nhà riêng,Hoài Đức,14/05/2024,50 m²,"4,55 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,4 phòng,4 tầng,3 m,"4,8 m"
39850817,Nhà riêng,Long Biên,14/05/2024,88 m²,"6,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,4 phòng,4 phòng,4 tầng,,"4,1 m"
39672980,Nhà riêng,Hai Bà Trưng,07/05/2024,32 m²,"3,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,3 m,4 m
39803513,Nhà riêng,Ba Đình,09/05/2024,45 m²,"16,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,7 tầng,5 m,"6,8 m"
39787591,Nhà riêng,Hoàng Mai,08/05/2024,70 m²,"11,8 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ,4 phòng,,7 tầng,,4 m
39383688,Nhà riêng,Hoàng Mai,10/05/2024,38 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,3 phòng,,6 tầng,,
39657759,Nhà riêng,Hai Bà Trưng,14/05/2024,25 m²,"3,65 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,3 phòng,4 tầng,"3,5 m",5 m
39639771,Nhà riêng,Hoàng Mai,06/05/2024,25 m²,"2,57 tỷ",Đang chờ sổ,Đầy đủ,3 phòng,,5 tầng,,"3,3 m"
39157907,Nhà biệt thự liền kề,Hà Đông,10/05/2024,50 m²,"19,8 tỷ",,,,,4 tầng,,
39795073,Nhà riêng,Hai Bà Trưng,08/05/2024,25 m²,"3,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,4 tầng,,
39625769,Nhà biệt thự liền kề,Hoàng Mai,14/05/2024,132 m²,22 tỷ,,,6 phòng,8 phòng,5 tầng,10 m,7 m
39559241,Nhà riêng,Hoàng Mai,14/05/2024,52 m²,10 tỷ,Có sổ.,,5 phòng,5 phòng,4 tầng,6 m,"4,5 m"
39673997,Nhà mặt phố,Hoàng Mai,14/05/2024,58 m²,20 tỷ,Có sổ.,,8 phòng,6 phòng,5 tầng,32 m,4 m
39851044,Nhà riêng,Tây Hồ,14/05/2024,225 m²,32 tỷ,Sổ đỏ/ Sổ hồng,,,,,,
39815861,Nhà riêng,Hoàng Mai,10/05/2024,66 m²,12 tỷ,Sổ đỏ,,6 phòng,5 phòng,5 tầng,16 m,5 m
39033382,Nhà riêng,Hai Bà Trưng,10/05/2024,65 m²,"7,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,3 tầng,10 m,"5,6 m"
39080178,Nhà riêng,Hoàng Mai,10/05/2024,35 m²,"3,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,5 tầng,4 m,5 m
39851037,Nhà riêng,Hà Đông,14/05/2024,72 m²,"7,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,10 m,4 m
39851040,Nhà riêng,Hai Bà Trưng,14/05/2024,90 m²,17 tỷ,,,6 phòng,6 phòng,5 tầng,12 m,6 m
39773881,Nhà riêng,Hoàng Mai,07/05/2024,75 m²,"8,8 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,4 phòng,4 phòng,4 tầng,5 m,5 m
39607552,Nhà riêng,Hà Đông,13/05/2024,"30,9 m²","3,4 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,3 tầng,,
39795092,Nhà riêng,Ba Đình,08/05/2024,95 m²,"20,5 tỷ",Sổ đỏ,Đầy đủ,6 phòng,6 phòng,6 tầng,5 m,5 m
39850786,Nhà riêng,Hai Bà Trưng,14/05/2024,36 m²,"5,15 tỷ",,,5 phòng,5 phòng,5 tầng,,
