pr_id,type_estate,district,posted_date,area,price,legal_document,interior,num_bedrooms,num_bathrooms,num_floors,entrance,frontage
39829720,Nhà riêng,Nam Từ Liêm,12/05/2024,62 m²,12 tỷ,,,,,7 tầng,3 m,"4,5 m"
39705878,Nhà riêng,Hai Bà Trưng,12/05/2024,61 m²,"5,3 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,4 tầng,"1,5 m","3,9 m"
37698216,Nhà riêng,Cầu Giấy,12/05/2024,"43,5 m²","5,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,3 m,4 m
39820919,Nhà mặt phố,Đống Đa,11/05/2024,45 m²,12 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,1 phòng,1 phòng,1 tầng,40 m,"3,3 m"
39733972,Nhà riêng,Đống Đa,12/05/2024,33 m²,"4,89 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,
39829707,Nhà riêng,Hoàng Mai,12/05/2024,44 m²,"12,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,5 phòng,4 phòng,6 tầng,10 m,"3,7 m"
36153981,Nhà riêng,Đống Đa,06/05/2024,100 m²,"18,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,20 phòng,20 phòng,8 tầng,,5 m
39829703,Nhà riêng,Ba Đình,12/05/2024,40 m²,"9,5 tỷ",Sổ đỏ,Cơ bản,4 phòng,4 phòng,5 tầng,5 m,"3,5 m"
39617316,Nhà mặt phố,Hà Đông,12/05/2024,60 m²,"14,8 tỷ",,,4 phòng,4 phòng,4 tầng,,
39829954,Nhà riêng,Hoàng Mai,12/05/2024,75 m²,"15,9 tỷ",Sổ đỏ.,,4 phòng,4 phòng,5 tầng,,
39594727,Nhà riêng,Thanh Trì,12/05/2024,67 m²,"15,95 tỷ",Sổ đỏ/ Sổ hồng,Full nội thất xịn.,4 phòng,3 phòng,4 tầng,15 m,4 m
39829909,Nhà riêng,Hai Bà Trưng,12/05/2024,60 m²,6 tỷ,Sổ đỏ/ Sổ hồng,Full nội thất.,,,4 tầng,,
39716476,Nhà biệt thự liền kề,Hà Đông,12/05/2024,50 m²,"8,8 tỷ",,,5 phòng,4 phòng,5 tầng,12 m,4 m
39716889,Nhà riêng,Hà Đông,12/05/2024,50 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,10 m,4 m
39645417,Nhà biệt thự liền kề,Hà Đông,12/05/2024,56 m²,"7,2 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,5 phòng,5 tầng,,"5,6 m"
39643971,Nhà riêng,Hà Đông,12/05/2024,40 m²,"7,95 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,5 phòng,5 tầng,4 m,"4,8 m"
39625667,Nhà mặt phố,Hà Đông,12/05/2024,50 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,6 phòng,7 tầng,18 m,5 m
39724409,Nhà riêng,Hà Đông,12/05/2024,50 m²,9 tỷ,Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,12 m,5 m
39594836,Nhà biệt thự liền kề,Hà Đông,12/05/2024,82 m²,"15,7 tỷ",Sổ đỏ,Đầy đủ,4 phòng,4 phòng,5 tầng,17 m,5 m
39594713,Nhà biệt thự liền kề,Hà Đông,12/05/2024,77 m²,"14,9 tỷ",Sổ đỏ,Đầy đủ,4 phòng,4 phòng,5 tầng,,5 m
39726616,Nhà mặt phố,Hà Đông,12/05/2024,33 m²,"13,6 tỷ",,,6 phòng,6 phòng,6 tầng,,
39725221,Nhà mặt phố,Hà Đông,12/05/2024,33 m²,"13,6 tỷ",Sổ đỏ,,6 phòng,6 phòng,6 tầng,20 m,"3,3 m"
39726781,Nhà mặt phố,Hà Đông,12/05/2024,31 m²,"13,76 tỷ",,,5 phòng,5 phòng,6 tầng,,
39302236,Nhà riêng,Hà Đông,12/05/2024,40 m²,"1,58 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng,2 tầng,,
39284225,Nhà riêng,Hoài Đức,12/05/2024,36 m²,"2,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,4 tầng,,
39829694,Nhà riêng,Hoài Đức,12/05/2024,40 m²,"3,2 tỷ",,,3 phòng,2 phòng,3 tầng,4 m,4 m
39829950,Nhà riêng,Bắc Từ Liêm,12/05/2024,44 m²,"8,45 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,,
39829676,Nhà riêng,Hai Bà Trưng,12/05/2024,45 m²,"9,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,7 phòng,4 phòng,5 tầng,,"4,5 m"
36427487,Nhà biệt thự liền kề,Hà Đông,10/05/2024,90 m²,"15,8 tỷ",Sổ đỏ,Đầy đủ,5 phòng,5 phòng,5 tầng,13 m,21 m
39814653,Nhà riêng,Cầu Giấy,10/05/2024,90 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,20 phòng,20 phòng,6 tầng,2 m,5 m
39816138,Nhà riêng,Hà Đông,10/05/2024,50 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,7 m
39763139,Nhà biệt thự liền kề,Gia Lâm,06/05/2024,297 m²,70 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản.,,,,,16 m
39810601,Nhà riêng,Nam Từ Liêm,10/05/2024,65 m²,"14,7 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ,,,7 tầng,5 m,
39829652,Nhà riêng,Hoàn Kiếm,12/05/2024,66 m²,500 triệu/m²,Sổ đỏ/ Sổ hồng,,,,,,
39829647,Nhà riêng,Hà Đông,12/05/2024,35 m²,"4,5 tỷ",,,4 phòng,,4 tầng,,
39829916,Nhà mặt phố,Hai Bà Trưng,12/05/2024,195 m²,147 tỷ,Sổ đỏ,,,,9 tầng,,"6,8 m"
39626379,Nhà biệt thự liền kề,Hà Đông,12/05/2024,52 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,,7 phòng,7 phòng,7 tầng,20 m,
39606677,Nhà biệt thự liền kề,Hà Đông,12/05/2024,44 m²,"11,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,5 tầng,12 m,17 m
39713410,Nhà riêng,Hà Đông,12/05/2024,52 m²,"10,6 tỷ",,,6 phòng,6 phòng,5 tầng,15 m,4 m
39616250,Nhà biệt thự liền kề,Hà Đông,12/05/2024,75 m²,"14,8 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,5 phòng,4 tầng,9 m,5 m
39504770,Nhà riêng,Hoài Đức,12/05/2024,32 m²,"3,38 tỷ",Sổ đỏ,"Cơ bản: cầu thang ốp đá Granite, tay vịn và cửa gỗ lim Nam Phi. Thiết bị vệ sinh cao cấp Toto, dây điện Trần Phú... Tủ bếp trên dưới gỗ An Cường lõi xanh phủ Acrytic chống ẩm mốc.",3 phòng,4 phòng,5 tầng,"2,9 m","3,5 m"
39605483,Nhà riêng,Hà Đông,12/05/2024,60 m²,"11,2 tỷ",Sổ đỏ,,4 phòng,4 phòng,4 tầng,,5 m
39033989,Nhà biệt thự liền kề,Phúc Thọ,12/05/2024,800 m²,11 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,4 phòng,3 tầng,7 m,21 m
39829541,Nhà riêng,Cầu Giấy,12/05/2024,30 m²,"12,3 tỷ",Đang chờ sổ,Đầy đủ,3 phòng,3 phòng,6 tầng,,4 m
39829537,Nhà riêng,Long Biên,12/05/2024,40 m²,"6,95 tỷ",Sổ đỏ/ Sổ hồng.,,4 phòng,,,,
39185562,Nhà biệt thự liền kề,Hà Đông,12/05/2024,170 m²,"28,3 tỷ",Sổ đỏ/ Sổ hồng,Không nội thất,4 phòng,2 phòng,4 tầng,11 m,"8,5 m"
39568757,Shophouse/Nhà phố thương mại,Hà Đông,12/05/2024,165 m²,"18,98 tỷ",Sổ đỏ,Cơ bản,3 phòng,3 phòng,,60 m,"6,8 m"
39340812,Nhà mặt phố,Cầu Giấy,12/05/2024,75 m²,45 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20 m,"7,5 m"
39045130,Nhà riêng,Đống Đa,12/05/2024,42 m²,"7,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,3 phòng,4 tầng,"2,5 m","3,7 m"
39436437,Nhà mặt phố,Cầu Giấy,12/05/2024,104 m²,62 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,8 phòng,8 tầng,20 m,"6,5 m"
39185475,Shophouse/Nhà phố thương mại,Đống Đa,12/05/2024,117 m²,80 tỷ,Sổ đỏ/ Sổ hồng,Không nội thất,,,7 tầng,13 m,"5,1 m"
39436239,Nhà biệt thự liền kề,Mê Linh,12/05/2024,167 m²,11 tỷ,Sổ đỏ/ Sổ hồng,,,,3 tầng,15 m,6 m
39829804,Nhà riêng,Hà Đông,12/05/2024,140 m²,20 tỷ,Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng,1 tầng,,
39569019,Shophouse/Nhà phố thương mại,Hà Đông,12/05/2024,220 m²,"24,64 tỷ",Sổ đỏ,Cơ bản,3 phòng,3 phòng,3 tầng,60 m,"9,5 m"
39034842,Nhà mặt phố,Gia Lâm,06/05/2024,70 m²,"16,5 tỷ",Đã có sổ đỏ,Đầy đủ,5 phòng,5 phòng,5 tầng,52 m,5 m
39829491,Nhà riêng,Long Biên,12/05/2024,30 m²,"4,74 tỷ",,,,,5 tầng,,
39829792,Nhà mặt phố,Đống Đa,12/05/2024,"68,2 m²","19,8 tỷ",,,4 phòng,5 phòng,7 tầng,,
39829786,Nhà riêng,Đống Đa,12/05/2024,69 m²,"7,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,,3 tầng,,6 m
39501308,Nhà riêng,Quốc Oai,12/05/2024,95 m²,"2,64 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,3 tầng,,
39271205,Nhà riêng,Quốc Oai,12/05/2024,48 m²,"1,79 tỷ",Sổ đỏ/ Sổ hồng,"Nội thất bao gồm: Tủ bếp, thiết bị vệ sinh sang trọng, hệ thống cửa điện nước đầy đủ, hệ thống chiếu sáng hiện đại, trần thạch cao...",4 phòng,3 phòng,3 tầng,,
39829609,Nhà riêng,Tây Hồ,12/05/2024,50 m²,"6,75 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,5 tầng,"2,2 m","4,5 m"
39829620,Nhà riêng,Đống Đa,12/05/2024,"38,7 m²",9 tỷ,Sổ đỏ/ Sổ hồng,,4 phòng,3 phòng,5 tầng,,"3,5 m"
39829594,Nhà riêng,Hà Đông,12/05/2024,54 m²,"5,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,,3 tầng,3 m,5 m
39829879,Nhà mặt phố,Đống Đa,12/05/2024,45 m²,"12,5 tỷ",,,,5 phòng,5 tầng,,"3,9 m"
39829885,Nhà riêng,Đống Đa,12/05/2024,45 m²,"12,5 tỷ",,,,,5 tầng,,"3,9 m"
39829875,Nhà riêng,Hoàn Kiếm,12/05/2024,"82,2 m²","98,8 tỷ",Sổ đỏ.,,4 phòng,5 phòng,8 tầng,,
39514705,Nhà riêng,Hoài Đức,12/05/2024,38 m²,"4,1 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,3 phòng,3 phòng,4 tầng,"3,1 m","3,4 m"
39068305,Nhà riêng,Hoài Đức,12/05/2024,37 m²,"4,75 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,5 tầng,"3,9 m","3,3 m"
39829578,Nhà riêng,Thanh Xuân,12/05/2024,36 m²,"6,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,5 phòng,6 tầng,3 m,4 m
39767350,Nhà biệt thự liền kề,Gia Lâm,06/05/2024,153 m²,30 tỷ,Sổ đỏ/ Sổ hồng.,,,,3 tầng,,"8,5 m"
39829859,Nhà riêng,Hai Bà Trưng,12/05/2024,50 m²,"18,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,,5 tầng,,
39829566,Nhà riêng,Đống Đa,12/05/2024,66 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,5 phòng,5 tầng,4 m,"5,3 m"
39829567,Nhà riêng,Long Biên,12/05/2024,51 m²,"5,1 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,"2,5 m",4 m
39802256,Nhà riêng,Long Biên,09/05/2024,67 m²,"5,7 tỷ",,,3 phòng,3 phòng,3 tầng,"4,5 m",5 m
39829856,Nhà riêng,Đống Đa,12/05/2024,35 m²,"4,8 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,3 phòng,4 phòng,5 tầng,2 m,4 m
39829783,Nhà riêng,Thanh Xuân,12/05/2024,55 m²,"5,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,
39401260,Nhà riêng,Đan Phượng,12/05/2024,38 m²,3 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,4 tầng,"2,9 m",4 m
39829557,Nhà riêng,Thanh Xuân,12/05/2024,46 m²,10 tỷ,,,4 phòng,5 phòng,6 tầng,4 m,
39521715,Nhà mặt phố,Hai Bà Trưng,12/05/2024,55 m²,"40,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,3 tầng,15 m,"5,7 m"
39733479,Nhà riêng,Ba Đình,12/05/2024,70 m²,25 tỷ,Sổ đỏ,,6 phòng,6 phòng,8 tầng,6 m,
39698283,Nhà riêng,Hoàng Mai,26/04/2024,47 m²,"13,8 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,5 phòng,5 phòng,5 tầng,15 m,13 m
39829761,Nhà riêng,Cầu Giấy,12/05/2024,76 m²,16 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,6 phòng,5 tầng,,9 m
39829754,Nhà biệt thự liền kề,Hoàng Mai,12/05/2024,82 m²,"18,8 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ,4 phòng,3 phòng,4 tầng,,"4,5 m"
39829436,Nhà riêng,Nam Từ Liêm,12/05/2024,45 m²,8 tỷ,"+ Sổ đỏ chính chủ, pháp lý chuẩn, giao dịch ngay.",Đầy đủ,,,4 tầng,,
39829734,Nhà riêng,Long Biên,12/05/2024,35 m²,"5,3 tỷ",Sổ đỏ/ Sổ hồng.,Cơ bản.,3 phòng,4 phòng,5 tầng,3 m,
39829393,Nhà mặt phố,Đống Đa,12/05/2024,115 m²,34 tỷ,Sổ đỏ/ Sổ hồng,Không nội thất,4 phòng,3 phòng,3 tầng,8 m,"4,2 m"
39822526,Nhà riêng,Hoàng Mai,12/05/2024,78 m²,"13,9 tỷ",Sổ đỏ/ Sổ hồng.,,6 phòng,5 phòng,6 tầng,,
39829388,Nhà riêng,Nam Từ Liêm,12/05/2024,70 m²,"11,95 tỷ",Sổ đỏ/ Sổ hồng,,14 phòng,,8 tầng,,
39829719,Nhà riêng,Long Biên,12/05/2024,35 m²,"4,95 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,4 phòng,5 tầng,,4 m
39601729,Nhà riêng,Long Biên,06/05/2024,65 m²,10 tỷ,Sổ đỏ.,"Toàn bộ cửa Sinfa tem đỏ đắt nhất thị trường, cầu thang kính, tay vịn mặt ốp gỗ lim nam phi,... Toàn bộ cửa Sinfa tem đỏ đắt nhất thị trường, cầu thang kính, tay vịn mặt ốp gỖ lim nam phi,...",4 phòng,3 phòng,4 tầng,,5 m
39827447,Nhà riêng,Long Biên,12/05/2024,66 m²,17 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ Full nội thất.,4 phòng,5 phòng,7 tầng,,6 m
39829380,Nhà riêng,Hoàng Mai,12/05/2024,46 m²,7 tỷ,Sổ đỏ/ Sổ hồng,,4 phòng,4 phòng,5 tầng,,
39829435,Nhà riêng,Hai Bà Trưng,12/05/2024,40 m²,"10,6 tỷ",Sổ đỏ/ Sổ hồng,,,,5 tầng,,4 m
39610637,Nhà biệt thự liền kề,Nam Từ Liêm,12/05/2024,200 m²,41 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,3 tầng,20 m,12 m
39729875,Nhà riêng,Long Biên,12/05/2024,36 m²,"4,4 tỷ",Sổ đỏ/ Sổ hồng.,,3 phòng,4 phòng,5 tầng,,
39729739,Nhà riêng,Long Biên,12/05/2024,35 m²,"3,7 tỷ",Sổ đỏ/ Sổ hồng.,,3 phòng,4 phòng,5 tầng,,
39829414,Nhà biệt thự liền kề,Hai Bà Trưng,12/05/2024,60 m²,12 tỷ,Sổ đỏ/ Sổ hồng,"Nội thất nhập khẩu hiện đại, đẳng cấp.",,,6 tầng,,"5,6 m"
39829422,Nhà biệt thự liền kề,Hoàng Mai,12/05/2024,94 m²,18 tỷ,Sổ đỏ,Để lại toàn bộ nội thất.,,4 phòng,5 tầng,,
39814733,Nhà riêng,Long Biên,10/05/2024,32 m²,"4,1 tỷ",Sổ đỏ/ Sổ hồng.,,3 phòng,4 phòng,5 tầng,,
39829079,Nhà riêng,Ba Đình,12/05/2024,30 m²,"5,1 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,
39829407,Nhà riêng,Tây Hồ,12/05/2024,70 m²,"15,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,4 tầng,,6 m
39742414,Nhà mặt phố,Hoàng Mai,03/05/2024,120 m²,33 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản.,10 phòng,10 phòng,7 tầng,20 m,"8,5 m"
39808538,Nhà riêng,Cầu Giấy,10/05/2024,31 m²,"6,3 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,3 phòng,6 tầng,3 m,
39829071,Nhà riêng,Đống Đa,12/05/2024,85 m²,"10,15 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,7 phòng,3 phòng,5 tầng,,5 m
39803621,Nhà riêng,Đống Đa,09/05/2024,45 m²,"8,6 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,2 phòng,4 tầng,20 m,6 m
39829385,Nhà mặt phố,Tây Hồ,12/05/2024,120 m²,35 tỷ,,,,,2 tầng,,6 m
39829054,Nhà riêng,Long Biên,12/05/2024,75 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,,,,
39291810,Nhà mặt phố,Thanh Xuân,12/05/2024,107 m²,42 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,8 phòng,8 phòng,8 tầng,60 m,"4,4 m"
39709175,Nhà biệt thự liền kề,Thanh Trì,12/05/2024,"99,1 m²","23,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,5 tầng,5 m,5 m
39462588,Nhà mặt phố,Hoàng Mai,12/05/2024,178 m²,"34,5 tỷ",Sổ đỏ,Đầy đủ.,4 phòng,5 phòng,8 tầng,15 m,"6,5 m"
39829192,Nhà riêng,Hà Đông,12/05/2024,52 m²,"10,6 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,4 tầng,4 m,"3,8 m"
39781549,Nhà mặt phố,Hà Đông,07/05/2024,50 m²,"13,7 tỷ",Sổ đỏ/ Sổ hồng,,,,6 tầng,12 m,5 m
39829165,Nhà biệt thự liền kề,Mê Linh,12/05/2024,104 m²,6 tỷ,Sổ đỏ/ Sổ hồng,,,,,,
39829499,Nhà mặt phố,Bắc Từ Liêm,12/05/2024,45 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,5 phòng,5 tầng,8 m,"4,3 m"
39829154,Nhà riêng,Đống Đa,12/05/2024,48 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,5 phòng,6 tầng,,"4,5 m"
39829169,Nhà riêng,Long Biên,12/05/2024,33 m²,"4,5 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,4 phòng,5 tầng,,"4,7 m"
39829140,Nhà biệt thự liền kề,Tây Hồ,12/05/2024,100 m²,"46,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,5 tầng,10 m,5 m
39829217,Nhà riêng,Hoài Đức,12/05/2024,37 m²,"4,95 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,5 tầng,3 m,5 m
39829137,Nhà riêng,Ba Đình,12/05/2024,52 m²,16 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,5 tầng,3 m,15 m
39829444,Nhà riêng,Hà Đông,12/05/2024,40 m²,"6,6 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,3 phòng,3 tầng,,5 m
39730944,Nhà biệt thự liền kề,Hoàng Mai,12/05/2024,263 m²,35 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ.,4 phòng,,,,7 m
39775692,Nhà riêng,Cầu Giấy,07/05/2024,33 m²,"5,15 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,5 tầng,,"4,8 m"
39829554,Nhà riêng,Thanh Xuân,12/05/2024,72 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,4 phòng,4 tầng,,"4,8 m"
39829547,Nhà biệt thự liền kề,Long Biên,12/05/2024,110 m²,26 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,4 phòng,5 tầng,10 m,7 m
38488766,Nhà biệt thự liền kề,Nam Từ Liêm,12/05/2024,200 m²,56 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,5 tầng,40 m,10 m
37920363,Nhà biệt thự liền kề,Nam Từ Liêm,12/05/2024,"198,2 m²",55 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,40 m,10 m
36358269,Shophouse/Nhà phố thương mại,Nam Từ Liêm,12/05/2024,162 m²,"59,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,21 m,
39563657,Nhà riêng,Ba Đình,12/05/2024,37 m²,6 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,3 m,4 m
39652464,Nhà riêng,Ba Đình,12/05/2024,35 m²,"6,24 tỷ",Sổ đỏ,Đầy đủ,3 phòng,4 phòng,5 tầng,3 m,"3,8 m"
39656026,Nhà riêng,Cầu Giấy,12/05/2024,55 m²,"11,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,12 phòng,12 phòng,7 tầng,3 m,4 m
39652412,Nhà riêng,Tây Hồ,12/05/2024,96 m²,"21,9 tỷ",Sổ đỏ/ Sổ hồng,"Nội thất set up đầy đủ, xịn sò.",21 phòng,21 phòng,7 tầng,"2,5 m","6,7 m"
39797297,Nhà riêng,Long Biên,09/05/2024,43 m²,"5,3 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,3 phòng,4 phòng,5 tầng,"2,5 m",4 m
39829210,Nhà mặt phố,Đống Đa,12/05/2024,"125,5 m²",66 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,4 tầng,40 m,9 m
39730738,Nhà riêng,Tây Hồ,12/05/2024,40 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,5 tầng,6 m,6 m
39804037,Nhà riêng,Hoàng Mai,09/05/2024,30 m²,"3,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,
39829202,Nhà riêng,Cầu Giấy,12/05/2024,40 m²,9 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,"2,5 m","3,5 m"
39626609,Nhà riêng,Hai Bà Trưng,12/05/2024,50 m²,"5,85 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,,5 tầng,,"4,5 m"
39551423,Nhà riêng,Hoàng Mai,12/05/2024,"31,33 m²","3,85 tỷ",Sổ đỏ/ Sổ hồng.,,3 phòng,,5 tầng,,
38445771,Nhà riêng,Hoàng Mai,12/05/2024,36 m²,"4,7 tỷ",Sổ đỏ/ Sổ hồng,,,,5 tầng,,
39829190,Nhà riêng,Thanh Xuân,12/05/2024,70 m²,"15,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,4 tầng,,
39829356,Nhà riêng,Long Biên,12/05/2024,56 m²,"4,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,,,4 tầng,,5 m
39314276,Nhà biệt thự liền kề,Hoài Đức,12/05/2024,126 m²,18 tỷ,Hợp đồng mua bán,Không nội thất,5 phòng,4 phòng,3 tầng,,
39045861,Nhà riêng,Hai Bà Trưng,12/05/2024,60 m²,"15,8 tỷ",Sổ đỏ/ Sổ hồng,,5 phòng,5 phòng,,8 m,"5,8 m"
31835974,Nhà mặt phố,Hà Đông,12/05/2024,55 m²,"11,6 tỷ",Sổ đỏ chính chủ,Toàn bộ nội thất xịn cao cấp do chính vợ chồng tôi tâm huyết mua sắm sẽ dành tặng hết cho anh chị khách hàng nào thiện chí và tâm huyết với căn nhà chúng tôi đã xây dựng lên.,4 phòng,4 phòng,4 tầng,15 m,7 m
39828987,Nhà riêng,Thanh Xuân,12/05/2024,32 m²,"4,35 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,4 tầng,,"5,5 m"
37346276,Nhà mặt phố,Hà Đông,12/05/2024,40 m²,"3,79 tỷ",,,1 phòng,1 phòng,1 tầng,6 m,
39829336,Nhà biệt thự liền kề,Tây Hồ,12/05/2024,320 m²,90 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,22 phòng,17 phòng,7 tầng,3 m,22 m
39767248,Nhà mặt phố,Cầu Giấy,06/05/2024,160 m²,480 triệu/m²,Sổ đỏ/ Sổ hồng,Không nội thất,10 phòng,10 phòng,8 tầng,40 m,8 m
39801305,Nhà riêng,Long Biên,09/05/2024,56 m²,"4,99 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,6 phòng,5 tầng,,"4,3 m"
39768598,Nhà biệt thự liền kề,Hà Đông,06/05/2024,180 m²,32 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,9 m
39821400,Nhà riêng,Long Biên,11/05/2024,33 m²,"3,9 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,4 phòng,5 tầng,,
39782577,Nhà riêng,Long Biên,07/05/2024,45 m²,6 tỷ,Sổ đỏ.,Đầy đủ.,4 phòng,5 phòng,5 tầng,5 m,4 m
39623209,Nhà riêng,Long Biên,09/05/2024,57 m²,"4,8 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,3 phòng,3 tầng,3 m,6 m
38083245,Nhà biệt thự liền kề,Tây Hồ,07/05/2024,638 m²,"216,9 tỷ",Sổ đỏ/ Sổ hồng,,5 phòng,5 phòng,3 tầng,40 m,46 m
39656482,Nhà riêng,Hai Bà Trưng,08/05/2024,59 m²,"7,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,5 tầng,,
