pr_id,type_estate,district,posted_date,area,price,legal_document,interior,num_bedrooms,num_bathrooms,num_floors,house_orientation,balcony_orientation,entrance,frontage
39431418,Nhà biệt thự liền kề,Gia Lâm,15/05/2024,"192,5 m²",Thỏa thuận,Đang chờ sổ,Không nội thất.,4 phòng,3 phòng,,,,,
39852591,Nhà biệt thự liền kề,Thanh Xuân,15/05/2024,150 m²,50 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,3 tầng,,,20 m,"11,5 m"
39653437,Nhà riêng,Hai Bà Trưng,15/05/2024,60 m²,"12,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,,6 tầng,,,,"5,6 m"
39796278,Nhà riêng,Ba Đình,09/05/2024,102 m²,"17,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,,5 tầng,,,,
39796282,Nhà riêng,Ba Đình,09/05/2024,62 m²,"13,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,,5 tầng,Đông - Bắc,,,
38474673,Nhà riêng,Nam Từ Liêm,13/05/2024,32 m²,"3,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,3 phòng,5 tầng,,,3 m,5 m
39852310,Nhà riêng,Hai Bà Trưng,15/05/2024,85 m²,"16,7 tỷ",,,4 phòng,,7 tầng,,,,
39857717,Nhà mặt phố,Sơn Trà,15/05/2024,140 m²,"11,6 tỷ",Sổ đỏ/ Sổ hồng,,12 phòng,12 phòng,6 tầng,Đông,Đông,15 m,10 m
39475998,Nhà riêng,Long Biên,08/05/2024,95 m²,11 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,,,5 m,5 m
38805971,Nhà riêng,Hoài Đức,14/05/2024,33 m²,3 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,4 tầng,,,2 m,"3,4 m"
39524600,Nhà riêng,Long Biên,09/05/2024,38 m²,"6,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,3 phòng,4 phòng,6 tầng,,,6 m,
39780731,Nhà riêng,Long Biên,07/05/2024,45 m²,"13,95 tỷ",Sổ đỏ.,,,,7 tầng,,,,
39528474,Nhà mặt phố,Tây Hồ,15/05/2024,60 m²,24 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,6 phòng,6 tầng,,,8 m,4 m
39781734,Shophouse/Nhà phố thương mại,Gò Vấp,07/05/2024,96 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,4 tầng,,,8 m,4 m
39413331,Nhà riêng,Long Biên,10/05/2024,105 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,,3 tầng,,,17 m,10 m
39746377,Nhà mặt phố,Hoàn Kiếm,15/05/2024,40 m²,32 tỷ,Sổ đỏ/ Sổ hồng,,,,5 tầng,,,,
39807177,Nhà riêng,Hoài Đức,10/05/2024,57 m²,10 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,18 phòng,18 phòng,8 tầng,Đông,Đông,"2,5 m","4,2 m"
39637444,Nhà riêng,Bắc Từ Liêm,06/05/2024,66 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,2 phòng,2 tầng,Nam,Nam,5 m,4 m
39538904,Nhà riêng,Ba Đình,15/05/2024,85 m²,"17,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,6 phòng,6 tầng,,,8 m,5 m
39772248,Nhà mặt phố,Cầu Giấy,07/05/2024,52 m²,"28,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,8 phòng,5 phòng,7 tầng,Tây - Bắc,Tây - Bắc,15 m,5 m
39570512,Nhà riêng,Hoàng Mai,15/05/2024,30 m²,"3,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,3 phòng,4 phòng,5 tầng,,,8 m,"4,1 m"
39778317,Nhà riêng,Cầu Giấy,07/05/2024,52 m²,"14,8 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,,5 tầng,,,,
39782527,Nhà riêng,Cầu Giấy,07/05/2024,78 m²,"12,58 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,3 phòng,5 tầng,Đông - Bắc,,"2,5 m","6,7 m"
39782924,Nhà riêng,Cầu Giấy,07/05/2024,60 m²,"17,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,3 phòng,5 tầng,,,,
39764143,Nhà riêng,Nam Từ Liêm,06/05/2024,65 m²,"10,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,14 phòng,14 phòng,6 tầng,,,2 m,
39442391,Nhà riêng,Hai Bà Trưng,07/05/2024,100 m²,"25,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,7 tầng,,,,"5,2 m"
39794443,Nhà riêng,Ba Đình,08/05/2024,36 m²,"10,3 tỷ",Sổ đỏ/ Sổ hồng,"Đầy đủ thang máy, điều hoà, nóng lạnh.",3 phòng,5 phòng,7 tầng,,,"3,2 m",4 m
39829686,Nhà riêng,Đống Đa,12/05/2024,55 m²,"18,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,12 phòng,,8 tầng,Tây - Bắc,,,
39455879,Nhà mặt phố,Hai Bà Trưng,15/05/2024,48 m²,14 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,3 tầng,,,,
39764372,Nhà riêng,Nam Từ Liêm,06/05/2024,58 m²,9 tỷ,Sổ đỏ/ Sổ hồng.,,12 phòng,12 phòng,6 tầng,,,2 m,
39835665,Nhà riêng,Hoài Đức,13/05/2024,40 m²,"2,9 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,4 phòng,5 tầng,,,3 m,"3,5 m"
39697474,Nhà riêng,Long Biên,13/05/2024,33 m²,4 tỷ,Sổ đỏ.,Đầy đủ.,3 phòng,4 phòng,5 tầng,,,5 m,4 m
39665773,Nhà mặt phố,Hoàng Mai,15/05/2024,120 m²,69 tỷ,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,8 phòng,8 phòng,10 tầng,,,60 m,
39826405,Nhà riêng,Hoài Đức,12/05/2024,34 m²,"3,05 tỷ",Sổ đỏ,Cơ bản,3 phòng,4 phòng,5 tầng,,,3 m,"3,5 m"
39852317,Nhà riêng,Long Biên,15/05/2024,60 m²,"15,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,6 tầng,Đông - Bắc,Đông - Bắc,6 m,"4,6 m"
39826469,Nhà riêng,Hoài Đức,12/05/2024,39 m²,"2,95 tỷ",Sổ đỏ,Cơ bản,3 phòng,4 phòng,4 tầng,,,2 m,"3,5 m"
39821208,Nhà riêng,Tây Hồ,11/05/2024,280 m²,88 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,40 phòng,40 phòng,,,,4 m,6 m
39506381,Nhà riêng,Bắc Từ Liêm,07/05/2024,121 m²,"39,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,48 phòng,50 phòng,9 tầng,Đông - Bắc,Đông - Bắc,10 m,5 m
39423675,Nhà riêng,Hoài Đức,11/05/2024,33 m²,"3,1 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,5 tầng,,,3 m,"3,5 m"
39852576,Nhà riêng,Bắc Từ Liêm,15/05/2024,55 m²,"12,5 tỷ",,,,,,,,,"4,5 m"
39594831,Nhà riêng,Ba Đình,15/05/2024,45 m²,"12,9 tỷ",,Đầy đủ nội thất đẹp toàn gỗ Lim.,4 phòng,4 phòng,5 tầng,,,8 m,4 m
39674929,Nhà riêng,Ba Đình,15/05/2024,42 m²,"7,5 tỷ",Sổ đỏ/ Sổ hồng,,4 phòng,,4 tầng,,,,
39659147,Nhà riêng,Hoài Đức,09/05/2024,62 m²,"10,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,16 phòng,17 phòng,7 tầng,,,"3,5 m","4,5 m"
39495296,Nhà riêng,Bắc Từ Liêm,06/05/2024,103 m²,32 tỷ,Sổ đỏ/ Sổ hồng.,Đầy đủ.,45 phòng,45 phòng,9 tầng,Đông - Bắc,Đông - Bắc,9 m,"4,2 m"
39793996,Nhà riêng,Tây Hồ,08/05/2024,39 m²,"6,5 tỷ",,,,,6 tầng,,,2 m,"3,6 m"
39760670,Nhà riêng,Bắc Từ Liêm,06/05/2024,30 m²,"7,35 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,4 tầng,Tây - Nam,Tây - Nam,11 m,
39495472,Nhà riêng,Bắc Từ Liêm,06/05/2024,124 m²,21 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản.,11 phòng,6 phòng,6 tầng,Tây - Nam,Tây - Nam,6 m,8 m
39630250,Nhà riêng,Đống Đa,15/05/2024,65 m²,"12,95 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,,,4 m,"4,5 m"
39666384,Nhà riêng,Bắc Từ Liêm,09/05/2024,36 m²,"7,7 tỷ",Sổ đỏ,,3 phòng,5 phòng,6 tầng,,,5 m,3 m
39852303,Nhà riêng,Hà Đông,15/05/2024,50 m²,"7,95 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,,,5 m,6 m
39830973,Nhà riêng,Long Biên,13/05/2024,35 m²,"4,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,3 phòng,,4 tầng,,,5 m,"3,3 m"
39675483,Nhà riêng,Bắc Từ Liêm,09/05/2024,48 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,10 phòng,11 phòng,7 tầng,Bắc,Bắc,,4 m
39675589,Nhà riêng,Bắc Từ Liêm,09/05/2024,66 m²,"10,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,10 phòng,11 phòng,5 tầng,Bắc,Bắc,5 m,"3,3 m"
39422631,Nhà riêng,Hai Bà Trưng,15/05/2024,155 m²,"22,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,4 tầng,,,,7 m
39734003,Nhà riêng,Long Biên,13/05/2024,51 m²,"9,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,,4 tầng,,,8 m,4 m
39841743,Nhà riêng,Nam Từ Liêm,14/05/2024,94 m²,18 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,23 phòng,23 phòng,7 tầng,Tây - Nam,Tây - Nam,"2,5 m","5,7 m"
39831522,Nhà riêng,Nam Từ Liêm,13/05/2024,100 m²,16 tỷ,"+ sổ đỏ chính chủ, sẵn sàng giao dịch.,",Đầy đủ.,20 phòng,20 phòng,7 tầng,Tây - Nam,Tây - Nam,"3,5 m","4,1 m"
39772838,Nhà riêng,Long Biên,07/05/2024,46 m²,"5,5 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ,3 phòng,,5 tầng,,,4 m,"4,5 m"
39830967,Nhà riêng,Long Biên,13/05/2024,43 m²,"4,2 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản.,3 phòng,,4 tầng,,,"2,5 m",5 m
39751403,Nhà riêng,Tây Hồ,15/05/2024,45 m²,"13,9 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,5 tầng,,,8 m,6 m
39829640,Nhà riêng,Ba Đình,12/05/2024,80 m²,11 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,5 phòng,5 tầng,,,,4 m
39659320,Nhà riêng,Nam Từ Liêm,09/05/2024,61 m²,"9,5 tỷ","+ Pháp lý rõ ràng, sẵn sàng giao dịch.","Đầy đủ để lại 100% nội thất gỗ xịn. + Nội thất bàn ghế gỗ trắc, cầu thang cửa toàn gỗ lim dùng mấy chục năm càng dùng càng bóng loáng.",3 phòng,4 phòng,4 tầng,Đông - Nam,Đông - Nam,10 m,"3,6 m"
39745089,Nhà riêng,Long Biên,14/05/2024,32 m²,"5,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,3 phòng,,5 tầng,,,3 m,4 m
39735156,Nhà riêng,Thanh Trì,15/05/2024,32 m²,"4,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,5 tầng,Đông - Nam,,4 m,"4,5 m"
39852559,Nhà mặt phố,Hai Bà Trưng,15/05/2024,50 m²,"19,5 tỷ",,,3 phòng,,5 tầng,,,,"3,5 m"
39538918,Nhà riêng,Tây Hồ,15/05/2024,80 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,Đầy đủ,7 phòng,8 phòng,8 tầng,,,4 m,"5,3 m"
34135683,Nhà riêng,Gia Lâm,15/05/2024,"62,2 m²",71 triệu/m²,Sổ đỏ.,,,,,,,,
39816009,Nhà riêng,Long Biên,10/05/2024,24 m²,"5,5 tỷ",Sổ đỏ/ Sổ hồng.,Cơ bản.,3 phòng,,6 tầng,,,10 m,"4,1 m"
39738879,Nhà mặt phố,Gia Lâm,15/05/2024,"85,5 m²",80 triệu/m²,Sổ đỏ/ Sổ hồng,,,,,,,40 m,
36166948,Nhà riêng,Long Biên,15/05/2024,45 m²,"5,6 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,4 phòng,4 phòng,4 tầng,Bắc,,2 m,"5,1 m"
39497156,Nhà riêng,Ba Đình,15/05/2024,45 m²,"14,4 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,5 phòng,6 tầng,,,,
39624009,Nhà riêng,Long Biên,07/05/2024,230 m²,"25,5 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,6 phòng,7 tầng,,,8 m,10 m
39727492,Nhà riêng,Long Biên,15/05/2024,60 m²,"11,9 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ,,,5 tầng,,,,"4,5 m"
39626399,Nhà riêng,Long Biên,15/05/2024,50 m²,"7,5 tỷ",Sổ đỏ.,Đầy đủ full nội thất sang trọng...,5 phòng,5 phòng,5 tầng,,,6 m,"4,5 m"
39848475,Nhà riêng,Đống Đa,15/05/2024,17 m²,500 triệu/m²,Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng,3 tầng,Tây,,,
33997420,Nhà riêng,Cầu Giấy,15/05/2024,70 m²,13 tỷ,Sổ đỏ/ Sổ hồng,Châu Âu,6 phòng,6 phòng,6 tầng,,,10 m,5 m
39850707,Nhà riêng,Nam Từ Liêm,15/05/2024,31 m²,"4,95 tỷ",Sổ đỏ/ Sổ hồng,,3 phòng,2 phòng,5 tầng,,,"2,8 m","3,7 m"
39852645,Nhà riêng,Bắc Từ Liêm,15/05/2024,35 m²,"4,85 tỷ",,,3 phòng,3 phòng,5 tầng,,,,"4,8 m"
39852644,Nhà mặt phố,Cầu Giấy,15/05/2024,103 m²,42 tỷ,,,7 phòng,,8 tầng,,,,
39852335,Nhà mặt phố,Hà Đông,15/05/2024,36 m²,"8,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,,,5 tầng,,,,
39852338,Nhà riêng,Long Biên,15/05/2024,42 m²,"7,5 tỷ",Sổ đỏ/ Sổ hồng.,,3 phòng,4 phòng,5 tầng,,,6 m,"4,5 m"
39686187,Nhà riêng,Đống Đa,15/05/2024,52 m²,"20,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,7 phòng,7 phòng,7 tầng,,,12 m,"4,2 m"
39729744,Nhà riêng,Đống Đa,15/05/2024,150 m²,13 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,4 phòng,4 tầng,,,"3,5 m",8 m
39458546,Nhà riêng,Hoàng Mai,15/05/2024,80 m²,"13,5 tỷ",Sổ đỏ,Đầy đủ.,,,,,,,5 m
39851920,Nhà riêng,Hà Đông,15/05/2024,52 m²,"6,9 tỷ",Sổ đỏ/ Sổ hồng,,,,,,,,
39737731,Nhà mặt phố,Long Biên,15/05/2024,100 m²,31 tỷ,Sổ đỏ/ Sổ hồng.,Đầy đủ.,6 phòng,3 phòng,5 tầng,,,20 m,6 m
39751955,Nhà mặt phố,Ba Đình,15/05/2024,102 m²,39 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,3 phòng,3 phòng,2 tầng,,,20 m,"5,5 m"
38711661,Nhà mặt phố,Tây Hồ,15/05/2024,333 m²,90 tỷ,Đang chờ sổ,Cơ bản,7 phòng,7 phòng,3 tầng,,,12 m,22 m
39852331,Nhà riêng,Hoàng Mai,15/05/2024,55 m²,"9,89 tỷ",,,6 phòng,4 phòng,5 tầng,,,,
39507309,Nhà riêng,Cầu Giấy,15/05/2024,55 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,,5 tầng,,,,
39852325,Nhà riêng,Hà Đông,15/05/2024,32 m²,"4,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 tầng,,,,
39592100,Nhà riêng,Cầu Giấy,15/05/2024,57 m²,"15,5 tỷ",Sổ đỏ/ Sổ hồng,,5 phòng,,4 tầng,,,,
39500768,Nhà riêng,Cầu Giấy,06/05/2024,55 m²,15 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,11 phòng,11 phòng,6 tầng,Đông - Nam,Đông - Nam,5 m,"3,4 m"
39789369,Nhà mặt phố,Ba Đình,08/05/2024,39 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,Đầy đủ,,,4 tầng,,,,
39841776,Nhà riêng,Cầu Giấy,14/05/2024,45 m²,"19,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,,,8 tầng,,,,5 m
39686151,Nhà riêng,Nam Từ Liêm,10/05/2024,89 m²,"19,2 tỷ",Sổ đỏ/ Sổ hồng.,"Đầy đủ + Chủ nhà tự xây siêu xịn sò. Thang máy, điều hoà âm trần, full nội thất. + Tặng full nội thất bao gồm, - Đồ liền tường., - Thiết bị bếp: Bếp Bosch, Máy rửa bát Bosch, Tủ Lạnh, máy giặt, - Giư.",8 phòng,9 phòng,6 tầng,Đông - Nam,Đông - Nam,5 m,"4,4 m"
39714286,Nhà riêng,Nam Từ Liêm,14/05/2024,135 m²,22 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,35 phòng,35 phòng,7 tầng,,,"3,5 m",14 m
39807354,Nhà riêng,Nam Từ Liêm,10/05/2024,62 m²,"9,3 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,12 phòng,12 phòng,7 tầng,Đông - Nam,Đông - Nam,2 m,"4,7 m"
39631404,Nhà riêng,Nam Từ Liêm,06/05/2024,65 m²,"13,3 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ full nội thất.,16 phòng,16 phòng,7 tầng,,,4 m,11 m
39298000,Nhà mặt phố,Bắc Từ Liêm,12/05/2024,144 m²,42 tỷ,,,11 phòng,11 phòng,7 tầng,,,25 m,8 m
39694749,Nhà riêng,Hoài Đức,06/05/2024,42 m²,"2,85 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,3 phòng,4 tầng,,,4 m,4 m
32397061,Nhà mặt phố,Long Biên,22/04/2024,106 m²,"32,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,26 phòng,26 phòng,8 tầng,,,50 m,"5,6 m"
39592906,Nhà riêng,Đống Đa,12/05/2024,93 m²,20 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,8 phòng,7 tầng,,,,
39713748,Nhà riêng,Đống Đa,09/05/2024,52 m²,"8,8 tỷ",,,,,4 tầng,,,,"4,9 m"
39852274,Nhà riêng,Hai Bà Trưng,15/05/2024,83 m²,"16,8 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,8 phòng,7 tầng,,,4 m,"5,8 m"
39287617,Nhà riêng,Thanh Xuân,15/05/2024,32 m²,"6,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,,4 phòng,6 tầng,,,,"5,1 m"
39103001,Nhà riêng,Ba Đình,11/05/2024,50 m²,"5,45 tỷ",,,6 phòng,,,,,,
39615771,Nhà riêng,Đống Đa,11/05/2024,55 m²,"5,96 tỷ",,,4 phòng,3 phòng,4 tầng,,,,4 m
39852267,Nhà riêng,Bắc Từ Liêm,15/05/2024,42 m²,"7,3 tỷ",Sổ đỏ/ Sổ hồng.,Cơ bản,4 phòng,3 phòng,5 tầng,,,5 m,4 m
39772055,Nhà riêng,Thanh Xuân,07/05/2024,72 m²,"9,9 tỷ",Sổ đỏ/ Sổ hồng.,,4 phòng,3 phòng,4 tầng,,,,
39614437,Nhà mặt phố,Hoàn Kiếm,15/05/2024,355 m²,96 tỷ,Sổ đỏ/ Sổ hồng.,Đầy đủ.,40 phòng,40 phòng,8 tầng,Tây - Nam,,,"9,3 m"
39844582,Nhà riêng,Hoàng Mai,14/05/2024,45 m²,"5,75 tỷ",Sổ đỏ,,6 phòng,4 phòng,5 tầng,,,,"4,6 m"
39458593,Nhà riêng,Tây Hồ,09/05/2024,113 m²,"29,5 tỷ",Sổ đỏ/ Sổ hồng,,,,7 tầng,,,8 m,"10,55 m"
39828581,Nhà riêng,Đống Đa,12/05/2024,50 m²,"13,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,6 phòng,8 tầng,,,5 m,
39713919,Nhà mặt phố,Hoàn Kiếm,15/05/2024,110 m²,"27,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng,3 tầng,,,,10 m
39818713,Nhà riêng,Đống Đa,11/05/2024,146 m²,66 tỷ,Sổ đỏ/ Sổ hồng,,,,,,,20 m,"6,7 m"
39661380,Nhà riêng,Nam Từ Liêm,08/05/2024,115 m²,"27,5 tỷ",Sổ đỏ/ Sổ hồng.,Đầy đủ.,26 phòng,26 phòng,7 tầng,,,10 m,5 m
38945823,Nhà biệt thự liền kề,Hoài Đức,15/05/2024,100 m²,Thỏa thuận,Hợp đồng mua bán,Cơ bản,,,5 tầng,,,30 m,
39652185,Nhà biệt thự liền kề,Mê Linh,15/05/2024,227 m²,Thỏa thuận,,,,,,,,,
39514101,Nhà riêng,Nam Từ Liêm,15/05/2024,52 m²,"10,2 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,10 phòng,,7 tầng,,,"2,5 m","7,2 m"
39626326,Nhà biệt thự liền kề,Thanh Xuân,08/05/2024,"180,2 m²",25 tỷ,Sổ đỏ/sổ hồng.,,6 phòng,6 phòng,4 tầng,,,,9 m
39826308,Nhà riêng,Tây Hồ,12/05/2024,58 m²,"9,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,6 phòng,6 phòng,5 tầng,,,"2,5 m",4 m
38030444,Nhà riêng,Ba Đình,08/05/2024,91 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,Đầy đủ,,,8 tầng,,,,"7,3 m"
39618405,Nhà riêng,Bắc Từ Liêm,08/05/2024,50 m²,"6,7 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,7 phòng,4 phòng,5 tầng,Nam,Nam,3 m,
39852540,Nhà mặt phố,Cầu Giấy,15/05/2024,70 m²,27 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,12 phòng,12 phòng,8 tầng,,,20 m,10 m
39736076,Nhà riêng,Long Biên,15/05/2024,50 m²,"3,9 tỷ",Sổ đỏ.,Đầy đủ.,3 phòng,3 phòng,3 tầng,,,5 m,5 m
39770750,Nhà riêng,Cầu Giấy,07/05/2024,"46,5 m²",14 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,5 phòng,5 phòng,4 tầng,,,4 m,"4,65 m"
37660760,Nhà mặt phố,Đông Anh,15/05/2024,50 m²,"4,2 tỷ",,,2 phòng,1 phòng,1 tầng,,,,
39852291,Nhà riêng,Đống Đa,15/05/2024,52 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,5 phòng,5 phòng,6 tầng,,,,"4,12 m"
39037525,Nhà riêng,Đông Anh,15/05/2024,52 m²,"4,1 tỷ",,,,,,,,,
39210133,Nhà riêng,Đống Đa,10/05/2024,"62,5 m²","10,5 tỷ",Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,4 phòng,5 tầng,Đông - Nam,Đông - Nam,3 m,5 m
39804698,Nhà mặt phố,Bắc Từ Liêm,09/05/2024,100 m²,25 tỷ,Sổ đỏ/ Sổ hồng,Cơ bản,4 phòng,,,,,15 m,6 m
39834304,Nhà riêng,Hai Bà Trưng,13/05/2024,33 m²,"6,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,Đông - Nam,,"2,8 m",4 m
39834563,Nhà riêng,Hai Bà Trưng,13/05/2024,60 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,,6 phòng,5 phòng,6 tầng,Nam,,4 m,"4,3 m"
39593889,Nhà biệt thự liền kề,Hai Bà Trưng,10/05/2024,"73,5 m²",28 tỷ,,,3 phòng,3 phòng,4 tầng,,,,5 m
39554229,Nhà biệt thự liền kề,Long Biên,10/05/2024,164 m²,28 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,5 tầng,,,,"7,2 m"
39511357,Nhà mặt phố,Long Biên,10/05/2024,40 m²,"12,7 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,3 phòng,4 phòng,5 tầng,,,15 m,"5,9 m"
39680879,Nhà mặt phố,Hai Bà Trưng,06/05/2024,"50,2 m²",23 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,,,"3,51 m"
39817152,Nhà riêng,Tây Hồ,10/05/2024,60 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,4 phòng,4 phòng,4 tầng,,,3 m,4 m
39826526,Nhà riêng,Hoàng Mai,12/05/2024,30 m²,"3,75 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ.,2 phòng,3 phòng,4 tầng,,,,
39852249,Shophouse/Nhà phố thương mại,Hoàng Mai,15/05/2024,210 m²,270 triệu/m²,,Gia đình đã hoàn thiện đầy đủ nội thất.,,,5 tầng,,,,
39852252,Nhà riêng,Cầu Giấy,15/05/2024,55 m²,"8,6 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,9 phòng,9 phòng,5 tầng,,,3 m,
39653388,Nhà riêng,Thanh Xuân,13/05/2024,50 m²,"7,8 tỷ",Sổ đỏ/ Sổ hồng,Đầy đủ,10 phòng,11 phòng,6 tầng,,,5 m,7 m
38116949,Nhà biệt thự liền kề,Hà Đông,07/05/2024,49 m²,"10,8 tỷ",Sổ đỏ,,6 phòng,7 phòng,5 tầng,,,,
39721772,Nhà riêng,Thanh Trì,11/05/2024,60 m²,9 tỷ,,,,,4 tầng,,,,
39815200,Nhà mặt phố,Hà Đông,10/05/2024,135 m²,41 tỷ,Sổ đỏ/ Sổ hồng,,,,7 tầng,,,,
39811700,Nhà biệt thự liền kề,Thanh Xuân,10/05/2024,108 m²,42 tỷ,Sổ đỏ/ Sổ hồng,,,,7 tầng,,,,20 m
39852417,Nhà biệt thự liền kề,Hoài Đức,15/05/2024,290 m²,25 tỷ,Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,8 phòng,5 tầng,,,13 m,"13,5 m"
39829579,Nhà riêng,Đống Đa,12/05/2024,15 m²,"2,9 tỷ",Sổ đỏ/ Sổ hồng,,1 phòng,,2 tầng,,,,
39648237,Nhà biệt thự liền kề,Đông Anh,15/05/2024,70 m²,Thỏa thuận,Hợp đồng mua bán,Không nội thất,4 phòng,4 phòng,5 tầng,Nam,Nam,30 m,5 m
