Unnamed: 0,type_estate,district,price_per_sqm,posted_date,area,price,legal_document,interior,num_bedrooms,num_bathrooms,num_floors,entrance,frontage
2105,5,21,"~155,56 triệu/m²",12/05/2024,36.0,"5,6 tỷ",252,294,4,6,4,5.0,7.5
2106,5,4,"~166,67 triệu/m²",26/04/2024,66.0,11 tỷ,252,294,6,6,5,12.181061122472167,5.4
2108,3,11,,04/05/2024,91.0,Thỏa thuận,252,59,10,7,7,12.181061122472167,6.5
2109,5,8,"~81,43 triệu/m²",11/05/2024,35.0,"2,85 tỷ",252,294,4,2,3,2.5,4.07
2110,5,4,"~142,86 triệu/m²",13/05/2024,35.0,5 tỷ,252,42,3,3,5,12.181061122472167,6.78865638058502
2111,5,4,~200 triệu/m²,05/05/2024,48.0,"9,6 tỷ",252,146,6,5,5,12.181061122472167,5.0
2112,5,12,"~291,67 triệu/m²",13/05/2024,60.0,"17,5 tỷ",252,146,6,6,7,12.181061122472167,6.0
2113,5,24,~180 triệu/m²,13/05/2024,35.0,"6,3 tỷ",139,146,6,6,4,12.181061122472167,6.78865638058502
2114,5,24,"~173,68 triệu/m²",13/05/2024,190.0,33 tỷ,252,294,28,28,8,7.0,10.0
2115,5,24,"~183,33 triệu/m²",13/05/2024,180.0,33 tỷ,252,294,28,28,8,8.0,10.0
2116,4,7,"~982,46 triệu/m²",09/05/2024,57.0,56 tỷ,252,294,8,8,5,12.181061122472167,6.78865638058502
2117,5,4,~175 triệu/m²,12/05/2024,36.0,"6,3 tỷ",252,42,3,4,6,2.0,8.0
2119,5,24,~260 triệu/m²,13/05/2024,50.0,13 tỷ,252,146,6,8,6,12.181061122472167,6.78865638058502
2120,4,12,"~165,35 triệu/m²",13/05/2024,101.0,"16,7 tỷ",253,146,6,6,4,13.0,3.9
2121,5,4,,10/05/2024,50.0,Thỏa thuận,252,294,6,6,4,12.181061122472167,6.78865638058502
2122,5,10,"~208,33 triệu/m²",10/05/2024,60.0,"12,5 tỷ",252,392,5,5,4,12.181061122472167,4.5
2123,3,10,"~169,36 triệu/m²",10/05/2024,62.0,"10,5 tỷ",252,392,4,5,4,16.0,7.2
2124,5,24,~95 triệu/m²,13/05/2024,100.0,"9,5 tỷ",252,42,4,4,5,12.181061122472167,6.78865638058502
2125,5,7,~144 triệu/m²,13/05/2024,50.0,"7,2 tỷ",139,146,4,4,4,12.181061122472167,3.3
2126,5,12,,13/05/2024,100.0,Thỏa thuận,252,294,4,3,4,12.181061122472167,4.5
2127,5,21,"~152,31 triệu/m²",09/05/2024,65.0,"9,9 tỷ",178,42,5,4,5,2.5,3.4
2128,3,11,,13/05/2024,83.0,Thỏa thuận,252,294,4,5,5,16.0,5.0
2131,5,8,"~57,78 triệu/m²",13/05/2024,45.0,"2,6 tỷ",252,146,3,3,4,4.0,6.78865638058502
2133,3,11,"~213,72 triệu/m²",13/05/2024,51.0,"10,9 tỷ",252,294,4,4,4,12.181061122472167,7.0
2134,5,27,"~140,91 triệu/m²",12/05/2024,44.0,"6,2 tỷ",252,294,4,3,4,12.181061122472167,3.6
2135,5,12,"~129,27 triệu/m²",13/05/2024,41.0,"5,3 tỷ",252,146,3,4,5,12.181061122472167,6.78865638058502
2136,5,4,"~317,86 triệu/m²",13/05/2024,56.0,"17,8 tỷ",252,294,6,6,7,12.181061122472167,3.9
2137,3,23,,09/05/2024,310.0,Thỏa thuận,133,146,4,5,3,12.181061122472167,6.78865638058502
2138,3,14,"~240,91 triệu/m²",13/05/2024,110.0,"26,5 tỷ",252,392,4,6,5,9.0,6.3
2139,3,23,"~43,33 triệu/m²",01/05/2024,300.0,13 tỷ,252,146,4,4,3,12.0,12.0
2140,4,14,"~235,71 triệu/m²",13/05/2024,70.0,"16,5 tỷ",252,146,6,6,7,12.181061122472167,5.2
2141,5,10,"~133,33 triệu/m²",10/05/2024,45.0,6 tỷ,252,392,4,5,6,12.181061122472167,5.0
2142,3,11,"~326,67 triệu/m²",13/05/2024,75.0,"24,5 tỷ",252,294,4,6,5,12.181061122472167,6.78865638058502
2143,4,11,"~412,5 triệu/m²",13/05/2024,80.0,33 tỷ,178,294,6,6,4,12.181061122472167,6.78865638058502
2144,3,23,"~44,23 triệu/m²",18/04/2024,260.0,"11,5 tỷ",133,146,5,3,4,12.0,6.78865638058502
2146,3,23,"~48,45 triệu/m²",07/05/2024,258.0,"12,5 tỷ",133,146,4,4,4,12.0,12.0
2147,5,11,"~183,77 triệu/m²",04/05/2024,69.0,"12,68 tỷ",253,53,1,1,1,7.0,4.3
2148,5,4,"~163,64 triệu/m²",10/05/2024,55.0,9 tỷ,252,80,6,6,5,12.181061122472167,4.5
2149,3,23,,02/05/2024,260.0,Thỏa thuận,252,146,4,3,3,12.181061122472167,6.78865638058502
2150,4,7,"~249,28 triệu/m²",13/05/2024,69.0,"17,2 tỷ",252,294,6,6,5,8.0,7.5
2151,5,12,~120 triệu/m²,13/05/2024,50.0,6 tỷ,252,294,6,6,4,12.181061122472167,4.2
2152,3,26,,12/05/2024,70.0,Thỏa thuận,136,146,6,6,4,25.0,5.0
2153,5,4,"~199,17 triệu/m²",13/05/2024,120.0,"23,9 tỷ",252,294,27,27,6,4.0,6.0
2154,3,10,"~301,27 triệu/m²",13/05/2024,79.0,"23,8 tỷ",252,392,3,5,5,10.0,5.0
2155,6,20,"~61,3 triệu/m²",13/05/2024,42.4,"2,6 tỷ",252,294,6,1,2,12.181061122472167,4.0
2156,3,26,,13/05/2024,70.0,Thỏa thuận,139,146,6,6,3,12.181061122472167,6.78865638058502
2157,5,27,"~156,25 triệu/m²",13/05/2024,32.0,5 tỷ,252,42,4,2,5,12.181061122472167,6.78865638058502
2158,4,10,,16/04/2024,131.0,Thỏa thuận,252,53,4,5,4,12.181061122472167,8.0
2159,5,27,"~244,83 triệu/m²",13/05/2024,87.0,"21,3 tỷ",252,294,25,25,7,2.0,5.5
2160,5,27,"~151,64 triệu/m²",08/05/2024,33.5,"5,08 tỷ",252,42,4,4,4,3.0,3.12
2161,5,4,"~137,5 triệu/m²",12/05/2024,60.0,"8,25 tỷ",252,294,4,4,4,2.0,4.0
2162,4,4,~450 triệu/m²,13/05/2024,200.0,90 tỷ,252,294,2,14,8,40.0,6.5
2163,5,27,"~244,44 triệu/m²",13/05/2024,54.0,"13,2 tỷ",252,294,4,4,4,12.181061122472167,3.9
2164,3,26,,13/05/2024,70.0,Thỏa thuận,139,146,6,6,3,10.0,5.0
2166,4,26,"~92,52 triệu/m²",08/05/2024,147.0,"13,6 tỷ",252,146,6,6,4,25.0,8.0
2167,5,7,"~118,67 triệu/m²",11/05/2024,75.0,"8,9 tỷ",252,294,4,3,4,12.181061122472167,4.0
2168,4,27,"~318,18 triệu/m²",13/05/2024,55.0,"17,5 tỷ",252,294,5,5,6,12.181061122472167,6.78865638058502
2169,4,24,"~416,67 triệu/m²",13/05/2024,300.0,125 tỷ,252,294,5,5,5,30.0,30.0
2171,5,21,"~204,17 triệu/m²",13/05/2024,120.0,"24,5 tỷ",252,294,30,30,7,5.0,6.0
2172,5,7,~165 triệu/m²,10/05/2024,30.0,"4,95 tỷ",252,294,3,3,4,2.0,4.5
2173,5,21,"~165,46 triệu/m²",07/05/2024,55.0,"9,1 tỷ",252,294,12,12,7,12.181061122472167,6.78865638058502
2174,4,9,"~605,05 triệu/m²",13/05/2024,99.0,"59,9 tỷ",252,42,4,4,5,12.181061122472167,5.5
2176,4,27,"~658,12 triệu/m²",13/05/2024,234.0,154 tỷ,252,294,1,20,10,12.181061122472167,9.5
2179,4,27,"~284,09 triệu/m²",13/05/2024,44.0,"12,5 tỷ",252,146,6,6,5,12.181061122472167,6.78865638058502
2181,3,14,"~252,38 triệu/m²",12/05/2024,105.0,"26,5 tỷ",54,294,6,4,4,8.0,6.5
2182,5,8,"~101,56 triệu/m²",13/05/2024,32.0,"3,25 tỷ",139,170,6,6,5,3.0,3.4
2183,3,24,"~450,33 triệu/m²",09/05/2024,453.0,204 tỷ,252,42,6,6,3,12.181061122472167,42.0
2185,3,11,"~134,92 triệu/m²",13/05/2024,120.0,"16,19 tỷ",252,42,4,4,4,15.0,6.0
2186,3,24,~475 triệu/m²,13/05/2024,100.0,"47,5 tỷ",252,294,7,6,6,15.0,6.78865638058502
2187,5,4,"~173,61 triệu/m²",13/05/2024,36.0,"6,25 tỷ",252,36,4,3,4,3.0,3.5
2189,5,21,"~151,67 triệu/m²",09/05/2024,30.0,"4,55 tỷ",252,42,3,3,4,12.181061122472167,6.78865638058502
2190,5,1,"~178,57 triệu/m²",13/05/2024,35.0,"6,25 tỷ",252,49,3,4,5,12.181061122472167,6.78865638058502
2191,5,14,"~185,6 triệu/m²",07/05/2024,125.0,"23,2 tỷ",252,294,16,17,5,8.0,7.0
2192,5,4,"~212,5 triệu/m²",13/05/2024,120.0,"25,5 tỷ",252,294,22,22,7,12.181061122472167,6.78865638058502
2193,5,21,~160 triệu/m²,13/05/2024,50.0,8 tỷ,252,146,4,5,5,12.181061122472167,4.0
2194,5,27,"~257,14 triệu/m²",13/05/2024,35.0,9 tỷ,252,146,6,6,5,12.181061122472167,6.78865638058502
2195,4,24,"~377,78 triệu/m²",13/05/2024,45.0,17 tỷ,252,294,4,6,6,12.0,4.0
2196,3,11,,10/05/2024,130.0,Thỏa thuận,252,146,6,6,7,60.0,6.0
2197,4,27,~240 triệu/m²,13/05/2024,50.0,12 tỷ,252,294,6,5,5,12.181061122472167,5.0
2198,5,4,"~136,02 triệu/m²",13/05/2024,39.7,"5,4 tỷ",252,146,3,3,5,12.181061122472167,6.78865638058502
2201,5,14,"~285,71 triệu/m²",13/05/2024,56.0,16 tỷ,178,146,6,6,4,9.0,6.2
2203,4,24,,13/05/2024,136.0,Thỏa thuận,252,294,4,3,4,10.0,4.0
2205,4,4,"~355,56 triệu/m²",13/05/2024,45.0,16 tỷ,252,294,9,4,5,12.181061122472167,3.5
2206,4,24,"~395,35 triệu/m²",13/05/2024,43.0,17 tỷ,252,294,4,6,6,10.0,4.0
2207,3,10,"~262,07 triệu/m²",13/05/2024,145.0,38 tỷ,252,53,6,4,5,12.0,25.0
2208,5,1,"~206,06 triệu/m²",13/05/2024,33.0,"6,8 tỷ",178,294,4,4,4,12.181061122472167,6.78865638058502
2209,5,1,"~244,44 triệu/m²",13/05/2024,45.0,11 tỷ,251,146,3,4,5,5.0,3.4
2210,5,12,"~142,86 triệu/m²",13/05/2024,70.0,10 tỷ,252,42,6,6,4,12.181061122472167,5.0
2211,4,24,~200 triệu/m²,13/05/2024,340.0,68 tỷ,252,42,8,6,5,12.181061122472167,12.0
2212,5,1,"~158,62 triệu/m²",13/05/2024,87.0,"13,8 tỷ",252,146,3,6,4,12.181061122472167,4.8
2214,5,4,"~214,29 triệu/m²",12/05/2024,70.0,15 tỷ,252,294,14,14,8,3.0,8.0
2215,5,4,"~136,84 triệu/m²",13/05/2024,38.0,"5,2 tỷ",252,294,3,4,5,12.181061122472167,6.78865638058502
2216,5,27,"~148,49 triệu/m²",13/05/2024,66.0,"9,8 tỷ",252,294,4,4,5,12.181061122472167,6.78865638058502
2217,5,27,~380 triệu/m²,13/05/2024,50.0,19 tỷ,252,146,6,6,5,40.0,5.5
2218,5,4,"~154,36 triệu/m²",08/05/2024,149.0,23 tỷ,253,392,6,6,4,12.181061122472167,15.0
2220,3,11,,10/05/2024,129.8,Thỏa thuận,252,146,6,6,6,60.0,6.0
2221,4,8,"~101,01 triệu/m²",13/05/2024,89.0,"8,99 tỷ",252,294,2,2,2,12.0,4.1
2222,3,11,"~185,71 triệu/m²",03/05/2024,140.0,26 tỷ,252,294,6,6,5,12.181061122472167,6.78865638058502
2223,5,7,"~240,54 triệu/m²",12/05/2024,74.0,"17,8 tỷ",252,294,6,6,6,12.181061122472167,5.8
2225,6,21,"~100,29 triệu/m²",13/05/2024,350.0,"35,1 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
2226,5,11,~264 triệu/m²,07/05/2024,50.0,"13,2 tỷ",252,392,4,4,5,8.0,4.1
2228,5,12,"~126,67 triệu/m²",08/05/2024,30.0,"3,8 tỷ",252,392,3,4,5,12.181061122472167,6.78865638058502
2230,3,5,"~188,89 triệu/m²",07/05/2024,90.0,17 tỷ,252,117,6,6,4,12.181061122472167,7.5
2232,3,11,"~130,53 triệu/m²",12/05/2024,237.5,31 tỷ,178,146,6,6,4,12.181061122472167,6.78865638058502
2233,5,27,"~167,86 triệu/m²",07/05/2024,28.0,"4,7 tỷ",252,294,3,4,5,3.0,4.0
2234,6,10,~320 triệu/m²,13/05/2024,75.0,24 tỷ,253,146,6,6,5,20.0,5.0
2235,6,14,"~139,71 triệu/m²",13/05/2024,40.8,"5,7 tỷ",252,146,6,6,4,12.181061122472167,6.78865638058502
2237,5,4,~220 triệu/m²,12/05/2024,100.0,22 tỷ,252,294,25,25,6,2.0,6.0
2239,3,24,"~455,36 triệu/m²",13/05/2024,112.0,51 tỷ,252,294,6,6,6,30.0,8.0
2240,5,12,"~139,47 triệu/m²",13/05/2024,38.0,"5,3 tỷ",252,392,3,6,5,12.181061122472167,6.78865638058502
2241,5,21,"~116,2 triệu/m²",06/05/2024,56.8,"6,6 tỷ",252,294,4,4,3,12.181061122472167,5.8
2242,5,10,"~138,16 triệu/m²",06/05/2024,38.0,"5,25 tỷ",253,392,3,4,5,12.181061122472167,4.5
2243,5,21,"~217,14 triệu/m²",12/05/2024,35.0,"7,6 tỷ",252,294,4,4,6,15.0,4.0
2244,4,11,~344 triệu/m²,13/05/2024,37.5,"12,9 tỷ",252,294,4,4,5,60.0,3.3
2246,4,24,"~514,29 triệu/m²",13/05/2024,105.0,54 tỷ,252,42,6,6,10,15.0,9.0
2249,5,14,"~191,8 triệu/m²",13/05/2024,50.0,"9,59 tỷ",252,146,11,11,7,12.181061122472167,6.78865638058502
2250,5,10,,13/05/2024,35.0,Thỏa thuận,178,392,3,5,6,12.181061122472167,4.0
2251,0,14,"~84,38 triệu/m²",13/05/2024,48.0,"4,05 tỷ",252,146,6,6,4,3.0,4.0
2252,3,20,"~176,47 triệu/m²",13/05/2024,170.0,30 tỷ,253,117,4,4,4,9.0,22.0
2253,5,27,"~166,67 triệu/m²",09/05/2024,42.0,7 tỷ,252,146,6,6,5,12.181061122472167,6.78865638058502
2254,5,2,"~238,46 triệu/m²",10/05/2024,52.0,"12,4 tỷ",252,235,6,4,5,12.181061122472167,4.0
2255,4,14,"~515,38 triệu/m²",13/05/2024,65.0,"33,5 tỷ",25,294,8,8,7,12.0,5.0
2256,5,4,"~256,25 triệu/m²",13/05/2024,48.0,"12,3 tỷ",252,42,4,3,4,5.0,5.4
2257,4,9,~320 triệu/m²,09/05/2024,75.0,24 tỷ,178,146,6,6,5,12.181061122472167,6.78865638058502
2258,5,12,~130 triệu/m²,13/05/2024,40.0,"5,2 tỷ",253,392,3,3,5,12.181061122472167,4.0
2259,4,9,~500 triệu/m²,08/05/2024,150.0,75 tỷ,139,146,6,6,4,12.181061122472167,6.78865638058502
2260,4,21,"~250,77 triệu/m²",13/05/2024,130.0,"32,6 tỷ",252,42,12,6,8,12.181061122472167,6.0
2261,5,10,"~137,5 triệu/m²",12/05/2024,40.0,"5,5 tỷ",252,392,4,3,5,8.0,5.0
2264,3,5,"~160,84 triệu/m²",11/05/2024,143.0,23 tỷ,252,146,4,6,4,12.181061122472167,10.0
2265,3,5,"~216,67 triệu/m²",07/05/2024,90.0,"19,5 tỷ",252,392,4,4,3,13.0,7.5
2267,3,5,"~153,33 triệu/m²",11/05/2024,150.0,23 tỷ,252,114,4,6,4,13.0,10.0
2268,3,5,"~196,08 triệu/m²",05/05/2024,153.0,30 tỷ,253,146,5,6,3,12.181061122472167,8.5
2269,5,12,~140 triệu/m²,13/05/2024,100.0,14 tỷ,252,392,14,14,8,12.181061122472167,8.0
2270,3,5,~200 triệu/m²,09/05/2024,70.0,14 tỷ,252,42,4,6,3,13.0,5.0
2271,3,5,"~196,08 triệu/m²",06/05/2024,153.0,30 tỷ,253,117,6,6,3,13.0,8.5
2272,3,5,"~196,08 triệu/m²",07/05/2024,153.0,30 tỷ,252,114,5,6,3,12.181061122472167,8.4
2275,3,5,~20 tỷ,11/05/2024,125.0,160 triệu/m²,253,146,6,6,4,12.181061122472167,9.0
2277,5,4,"~282,61 triệu/m²",06/05/2024,46.0,13 tỷ,252,294,4,4,5,12.181061122472167,6.78865638058502
2278,5,12,~210 triệu/m²,11/05/2024,150.0,"31,5 tỷ",178,294,20,22,9,12.0,7.5
2280,5,3,"~55,46 triệu/m²",13/05/2024,33.0,"1,83 tỷ",139,146,3,3,3,3.0,4.0
2281,3,5,"~109,85 triệu/m²",23/04/2024,132.0,"14,5 tỷ",139,146,6,6,4,12.181061122472167,6.0
2282,5,10,"~111,67 triệu/m²",02/05/2024,60.0,"6,7 tỷ",252,294,6,6,4,12.181061122472167,6.78865638058502
2283,3,11,"~262,07 triệu/m²",11/05/2024,145.0,38 tỷ,252,294,5,5,5,15.0,23.0
2284,4,7,"~511,11 triệu/m²",11/05/2024,45.0,23 tỷ,252,42,3,2,4,16.0,4.2
2285,4,7,"~409,09 triệu/m²",13/05/2024,110.0,45 tỷ,139,146,6,6,5,12.181061122472167,6.78865638058502
2286,5,14,"~157,9 triệu/m²",11/05/2024,38.0,6 tỷ,252,294,3,4,5,4.0,4.5
2287,4,12,"~223,96 triệu/m²",09/05/2024,96.0,"21,5 tỷ",253,362,4,3,4,10.0,4.8
2288,4,14,"~414,29 triệu/m²",11/05/2024,140.0,58 tỷ,252,294,30,30,9,8.0,9.0
2289,4,7,"~641,51 triệu/m²",13/05/2024,106.0,68 tỷ,252,294,6,6,6,10.0,6.0
2290,5,10,~140 triệu/m²,13/05/2024,40.0,"5,6 tỷ",178,146,4,4,4,12.181061122472167,4.0
2291,3,24,~300 triệu/m²,10/05/2024,140.0,42 tỷ,252,294,6,6,4,16.0,12.0
2292,4,7,"~272,73 triệu/m²",13/05/2024,77.0,21 tỷ,252,294,6,6,5,12.181061122472167,4.0
2294,3,8,,06/05/2024,390.0,Thỏa thuận,133,114,4,5,3,25.0,20.0
2295,4,24,"~248,39 triệu/m²",13/05/2024,31.0,"7,7 tỷ",260,294,4,4,4,12.181061122472167,4.2
2297,3,10,"~410,4 triệu/m²",13/05/2024,75.0,"30,78 tỷ",252,392,6,6,4,12.181061122472167,6.78865638058502
2300,5,12,"~132,14 triệu/m²",12/05/2024,56.0,"7,4 tỷ",252,381,6,6,3,12.181061122472167,3.3
2301,5,2,~175 triệu/m²,13/05/2024,30.0,"5,25 tỷ",252,42,3,3,5,12.181061122472167,6.78865638058502
2302,5,2,"~164,29 triệu/m²",13/05/2024,42.0,"6,9 tỷ",252,294,8,8,5,12.181061122472167,4.1
2303,3,5,~158 triệu/m²,13/05/2024,150.0,"23,7 tỷ",139,146,6,6,4,12.181061122472167,6.78865638058502
2304,5,7,~238 triệu/m²,13/05/2024,50.0,"11,9 tỷ",252,294,6,6,4,12.181061122472167,4.6
2305,5,27,"~333,33 triệu/m²",13/05/2024,45.0,15 tỷ,252,146,6,6,4,6.0,4.0
2306,4,21,"~278,69 triệu/m²",13/05/2024,61.0,17 tỷ,252,42,4,4,4,20.0,6.78865638058502
2307,5,21,~178 triệu/m²,13/05/2024,50.0,"8,9 tỷ",252,146,5,3,5,12.181061122472167,6.78865638058502
2308,4,10,~180 triệu/m²,13/05/2024,100.0,18 tỷ,253,146,6,6,4,12.181061122472167,7.0
2309,4,10,"~327,78 triệu/m²",13/05/2024,180.0,59 tỷ,252,294,6,6,3,12.181061122472167,10.0
2310,5,4,"~107,27 triệu/m²",09/05/2024,55.0,"5,9 tỷ",139,146,6,6,4,12.181061122472167,6.78865638058502
2311,5,24,"~130,95 triệu/m²",13/05/2024,42.0,"5,5 tỷ",148,146,6,6,4,12.181061122472167,4.2
2312,5,27,"~425,93 triệu/m²",13/05/2024,27.0,"11,5 tỷ",252,294,4,4,4,7.0,4.1
2313,6,5,"~77,03 triệu/m²",13/05/2024,74.0,"5,7 tỷ",139,146,6,6,4,12.181061122472167,6.78865638058502
2314,5,2,"~144,44 triệu/m²",13/05/2024,45.0,"6,5 tỷ",252,294,5,3,5,12.181061122472167,6.78865638058502
2315,5,11,~200 triệu/m²,06/05/2024,55.0,11 tỷ,252,146,4,6,5,12.181061122472167,6.78865638058502
2316,3,8,~14 tỷ,13/05/2024,100.0,140 triệu/m²,133,42,6,6,4,30.0,5.0
2317,5,27,"~284,62 triệu/m²",13/05/2024,65.0,"18,5 tỷ",252,146,6,6,7,12.181061122472167,5.0
2318,6,11,,13/05/2024,94.5,Thỏa thuận,139,146,6,6,7,12.181061122472167,6.5
2319,3,11,"~145,46 triệu/m²",13/05/2024,82.5,12 tỷ,252,146,6,6,4,12.181061122472167,6.78865638058502
2320,5,2,"~119,56 triệu/m²",13/05/2024,46.0,"5,5 tỷ",252,294,1,1,1,12.181061122472167,3.6
2321,3,24,"~522,57 triệu/m²",13/05/2024,1.263,660 tỷ,252,114,6,6,4,12.181061122472167,6.78865638058502
2322,3,5,~180 triệu/m²,13/05/2024,150.0,27 tỷ,253,146,5,6,4,12.181061122472167,10.0
2323,4,10,"~327,78 triệu/m²",13/05/2024,180.0,59 tỷ,252,392,6,6,3,12.181061122472167,10.0
2324,5,10,"~42,5 triệu/m²",13/05/2024,40.0,"1,7 tỷ",132,146,2,6,2,2.0,6.78865638058502
2325,4,24,~375 triệu/m²,13/05/2024,96.0,36 tỷ,252,42,2,2,2,12.181061122472167,6.78865638058502
2326,3,11,,13/05/2024,264.0,Thỏa thuận,252,146,6,6,3,12.181061122472167,12.0
2327,3,10,"~483,7 triệu/m²",13/05/2024,184.0,89 tỷ,252,392,6,6,4,12.181061122472167,6.78865638058502
2328,3,11,,13/05/2024,264.0,Thỏa thuận,178,146,6,6,4,12.181061122472167,6.78865638058502
2329,3,11,,13/05/2024,300.0,Thỏa thuận,251,146,6,6,4,12.181061122472167,6.78865638058502
2330,5,12,~190 triệu/m²,13/05/2024,50.0,"9,5 tỷ",133,80,4,4,5,6.0,6.78865638058502
2331,3,12,~225 triệu/m²,13/05/2024,88.0,"19,8 tỷ",252,332,4,8,7,12.0,4.0
2332,5,14,,13/05/2024,30.1,Thỏa thuận,94,146,3,3,4,12.181061122472167,6.78865638058502
2335,5,27,"~306,82 triệu/m²",13/05/2024,44.0,"13,5 tỷ",252,294,4,5,5,5.0,5.2
2336,5,12,"~134,21 triệu/m²",13/05/2024,38.0,"5,1 tỷ",252,392,3,6,5,12.181061122472167,4.0
2338,3,5,"~157,9 triệu/m²",10/05/2024,114.0,18 tỷ,253,117,4,6,3,12.181061122472167,8.8
2339,5,4,"~409,09 triệu/m²",13/05/2024,55.0,"22,5 tỷ",252,294,6,6,6,10.0,6.78865638058502
2340,4,21,~600 triệu/m²,13/05/2024,70.0,42 tỷ,252,294,12,6,7,50.0,10.0
2341,5,27,"~199,78 triệu/m²",13/05/2024,45.0,"8,99 tỷ",139,146,10,5,4,5.0,8.0
2342,5,24,"~147,14 triệu/m²",13/05/2024,35.0,"5,15 tỷ",252,294,3,4,5,12.181061122472167,6.78865638058502
2343,5,12,,13/05/2024,30.0,Thỏa thuận,251,146,6,6,4,12.181061122472167,6.78865638058502
2344,5,12,"~198,02 triệu/m²",11/05/2024,101.0,20 tỷ,252,117,4,3,3,10.0,5.4
2345,5,27,"~393,33 triệu/m²",13/05/2024,75.0,"29,5 tỷ",252,386,6,6,9,8.0,18.0
2346,3,20,"~166,66 triệu/m²",11/05/2024,210.0,35 tỷ,252,294,5,5,4,10.0,10.0
2347,4,11,"~172,22 triệu/m²",13/05/2024,180.0,31 tỷ,252,42,6,5,4,50.0,6.5
2348,3,8,~105 triệu/m²,09/05/2024,100.0,"10,5 tỷ",133,42,6,6,5,12.181061122472167,6.78865638058502
2349,5,27,"~187,5 triệu/m²",13/05/2024,48.0,9 tỷ,252,146,6,6,5,8.0,8.0
2350,4,27,~532 triệu/m²,13/05/2024,50.0,"26,6 tỷ",252,146,5,5,5,7.0,4.0
2351,4,10,"~175,74 triệu/m²",13/05/2024,68.0,"11,95 tỷ",253,392,3,2,2,5.0,5.8
2352,3,11,"~88,89 triệu/m²",13/05/2024,225.0,20 tỷ,252,146,6,6,4,12.181061122472167,6.78865638058502
2353,3,11,,13/05/2024,189.0,Thỏa thuận,178,114,6,6,3,17.5,9.0
2354,5,27,"~281,54 triệu/m²",13/05/2024,65.0,"18,3 tỷ",252,146,6,6,7,6.0,6.78865638058502
2356,5,14,"~159,68 triệu/m²",11/05/2024,62.0,"9,9 tỷ",32,392,4,4,5,4.0,4.5
2357,6,4,"~9,31 triệu/m²",13/05/2024,160.0,"1,49 tỷ",252,114,6,2,4,10.0,5.0
2359,4,21,~345 triệu/m²,13/05/2024,40.0,"13,8 tỷ",178,146,4,4,4,30.0,4.0
2360,4,10,"~266,67 triệu/m²",13/05/2024,30.0,8 tỷ,252,392,6,6,5,12.181061122472167,3.2
2361,3,11,"~158,82 triệu/m²",13/05/2024,170.0,27 tỷ,139,146,4,4,4,12.181061122472167,6.78865638058502
2362,5,10,~230 triệu/m²,13/05/2024,60.0,"13,8 tỷ",253,42,6,4,5,12.0,4.5
2363,5,4,"~216,67 triệu/m²",13/05/2024,96.0,"20,8 tỷ",178,146,5,6,4,12.181061122472167,6.2
2364,3,11,,13/05/2024,248.0,Thỏa thuận,139,407,6,6,3,28.0,15.0
2366,5,12,"~131,82 triệu/m²",13/05/2024,33.0,"4,35 tỷ",252,42,6,6,4,12.181061122472167,6.78865638058502
2367,5,7,~134 triệu/m²,06/05/2024,50.0,"6,7 tỷ",252,146,8,4,6,12.181061122472167,4.1
2368,5,2,"~124,53 triệu/m²",11/05/2024,106.0,"13,2 tỷ",252,294,4,2,3,5.0,8.8
2369,5,12,"~96,97 triệu/m²",11/05/2024,33.0,"3,2 tỷ",253,42,6,6,4,12.181061122472167,6.78865638058502
2370,4,12,"~121,95 triệu/m²",13/05/2024,205.0,25 tỷ,252,42,6,6,3,12.181061122472167,4.35
2371,5,10,"~123,08 triệu/m²",08/05/2024,52.0,"6,4 tỷ",251,146,5,5,5,3.0,3.8
2372,4,7,"~381,82 triệu/m²",13/05/2024,220.0,84 tỷ,252,146,1,1,1,50.0,8.0
2373,4,4,~450 triệu/m²,13/05/2024,40.0,18 tỷ,178,146,6,6,5,12.181061122472167,5.0
2374,5,11,"~108,89 triệu/m²",13/05/2024,45.0,"4,9 tỷ",252,294,4,4,4,3.0,4.7
2375,3,7,,13/05/2024,324.0,Thỏa thuận,160,60,6,8,4,20.0,36.0
2376,5,4,~250 triệu/m²,13/05/2024,60.0,15 tỷ,252,294,5,5,6,15.0,5.0
2377,4,12,"~327,78 triệu/m²",12/05/2024,90.0,"29,5 tỷ",252,369,6,6,7,12.181061122472167,6.78865638058502
2378,5,10,"~235,85 triệu/m²",13/05/2024,53.0,"12,5 tỷ",179,146,6,4,4,12.181061122472167,6.78865638058502
2379,5,4,"~187,5 triệu/m²",13/05/2024,80.0,15 tỷ,252,294,6,6,4,12.181061122472167,6.78865638058502
2380,5,11,~140 triệu/m²,13/05/2024,35.0,"4,9 tỷ",178,56,3,6,5,12.181061122472167,6.78865638058502
2381,5,10,"~110,71 triệu/m²",13/05/2024,56.0,"6,2 tỷ",139,146,6,6,5,12.181061122472167,6.78865638058502
2382,5,14,"~168,18 triệu/m²",13/05/2024,220.0,37 tỷ,139,146,6,6,4,12.181061122472167,6.78865638058502
2383,5,11,"~81,67 triệu/m²",13/05/2024,60.0,"4,9 tỷ",139,167,4,6,4,12.181061122472167,6.78865638058502
2384,6,12,"~4,73 tỷ",13/05/2024,83.0,57 triệu/m²,252,114,6,2,2,12.181061122472167,5.0
